"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1072",1219,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,12,1,0.083333,"Rhinolophus ferrumequinum","alphacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","1, 2 (positive), 4, 26, 40","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","884","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.342045987984463,0.02,0.0833333333333333,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1073",1220,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,3,1,0.333333,"Rhinolophus hipposideros","alphacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","2 (positive)","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus hipposideros","Rhinolophus hipposideros","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","885","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.654498469497874,0.0714285714285714,0.333333333333333,"Rhinolophus hipposideros","Rhinolophus hipposideros","RHINOLOPHIDAE"
"1074",1221,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,13,0,0,"Barbastella barbastellus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","3, 12, 21, 30, 34, 40, 42","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Barbastella barbastellus","Barbastella barbastellus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","886","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.135274881489286,0.0185185185185185,0,"Barbastella barbastellus","Barbastella barbastellus","VESPERTILIONIDAE"
"1075",1222,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,7,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","3, 11, 21, 42 ","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","887","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.180683561953354,0.0333333333333333,0,"Eptesicus serotinus","Eptesicus serotinus","VESPERTILIONIDAE"
"1076",1223,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,15,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","1, 3, 19","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","Miniopterus schreibersii","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","888","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.126340127571039,0.0161290322580645,0,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1077",1224,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,16,0,0,"Myotis alcathoe","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","16, 18, 19, 21, 27, 28, 29, 30, 35, 36, 40","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis alcathoe","Myotis alcathoe","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","889","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.122489331563432,0.0151515151515152,0,"Myotis alcathoe","Myotis alcathoe","VESPERTILIONIDAE"
"1078",1225,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,125,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","2, 3, 4, 8, 13, 12, 14, 15, 17, 19, 22, 29, 30, 21, 35, 36, 43","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","890","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.0446026717737709,0.00199203187250996,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"1079",1226,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,3,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","7, 8, 45","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis brandtii","Myotis brandtii","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","891","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.261799387799149,0.0714285714285714,0,"Myotis brandtii","Myotis brandtii","VESPERTILIONIDAE"
"1080",1227,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,11,0,0,"Myotis dasycneme","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","2, 3, 37","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis dasycneme","Myotis dasycneme","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","892","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.146421385864288,0.0217391304347826,0,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"1081",1228,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,81,1,0.012346,"Myotis daubentonii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","1 (positive), 2, 3, 4, 12, 13, 14, 15, 17, 18, 21, 22, 25, 27, 31, 33, 34, 37, 38, 40, 41, 43, 44","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis daubentonii","Myotis daubentonii","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","893","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.133736453259148,0.00306748466257669,0.0123456790123457,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"1082",1229,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,5,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","14, 22, 35, 38","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","Myotis emarginatus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","894","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.210267167641983,0.0454545454545455,0,"Myotis emarginatus","Myotis emarginatus","VESPERTILIONIDAE"
"1083",1230,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,29,1,0.034483,"Myotis myotis","alphacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","1, 3, 4, 6, 10, 12, 13, 14 (positive), 24, 42, 45","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis myotis","Myotis myotis","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","895","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.222380710590971,0.00847457627118644,0.0344827586206897,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
"1084",1231,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,1,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","9","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis mystacinus","Myotis mystacinus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","896","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.392699081698724,0.166666666666667,0,"Myotis mystacinus","Myotis mystacinus","VESPERTILIONIDAE"
"1085",1232,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,37,1,0.027027,"Myotis nattereri","alphacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","3, 4 (positive), 10, 12, 13, 14, 15, 21, 31, 35","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis nattereri","Myotis nattereri","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","897","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.197209421290349,0.00666666666666667,0.027027027027027,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"1086",1233,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,10,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","3, 4, 12, 13, 14, 23","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii","Myotis blythii","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","898","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.153138684584835,0.0238095238095238,0,"Myotis blythii","Myotis blythii","VESPERTILIONIDAE"
"1087",1234,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,6,0,0,"Nyctalus leisleri","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","19, 20, 21, 28","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Nyctalus leisleri","Nyctalus leisleri","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","899","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.19379834332759,0.0384615384615385,0,"Nyctalus leisleri","Nyctalus leisleri","VESPERTILIONIDAE"
"1088",1235,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,14,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","3, 13, 19, 21, 22, 28, 39","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Nyctalus noctula","Nyctalus noctula","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","900","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.130578705451512,0.0172413793103448,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"1089",1236,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,3,0,0,"Pipistrellus nathusii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","7, 20","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus nathusii","Pipistrellus nathusii","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","901","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.261799387799149,0.0714285714285714,0,"Pipistrellus nathusii","Pipistrellus nathusii","VESPERTILIONIDAE"
"1090",1237,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,12,0,0,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","3, 19, 27, 28, 36, 42","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","902","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.140517450751407,0.02,0,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","VESPERTILIONIDAE"
"1091",1238,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,6,2,0.333333,"Pipistrellus pygmaeus","alphacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","6, 19, 44 (positive)","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","903","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.638833510152697,0.0384615384615385,0.333333333333333,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","VESPERTILIONIDAE"
"1092",1239,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,29,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","3, 4, 5, 10, 11, 12, 13, 14, 15, 22, 28, 42","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Plecotus auritus","Plecotus auritus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","904","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.0918020051394593,0.00847457627118644,0,"Plecotus auritus","Plecotus auritus","VESPERTILIONIDAE"
"1093",1240,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,3,0,0,"Plecotus austriacus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","9, 10, 42","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Plecotus austriacus","Plecotus austriacus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","905","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.261799387799149,0.0714285714285714,0,"Plecotus austriacus","Plecotus austriacus","VESPERTILIONIDAE"
"1094",1241,"molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","Kemenesi et al.","Vector Borne Zoonotic Dis",2014,3,0,0,"Vespertilio murinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR,semi-nested RT-PCR,nested RT-PCR","multiple","RdRp",NA,"faeces","Hungary","N","","28","NA","NA","","2012","",2013,"","","Year",NA,"N","Y, natural foraging habitats","Yes, AstV, CoV, CalV","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Vespertilio murinus","Vespertilio murinus","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses","906","molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses",0.261799387799149,0.0714285714285714,0,"Vespertilio murinus","Vespertilio murinus","VESPERTILIONIDAE"
"1095",1242,"new alphacoronavirus in mystacina tuberculata bats, new zealand","Hall et al.","Emerg Infect Dis",2014,4,4,1,"Mystacina tuberculata","alphacoronavirus","","","","Mystacina bat CoV/New Zealand/2013","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"guano","New Zealand","S","Whenua hou","","167°38′E","46°47′S","","2008","",2013,"","","Year",NA,"N","Y, undisturbed","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","faeces","1","1","1","1",-46.7833333333333,167.633333333333,"RdRp","No","No","PCR","alphacoronavirus",1,"Mystacina tuberculata","Mystacina tuberculata","new alphacoronavirus in mystacina tuberculata bats, new zealand","907","new alphacoronavirus in mystacina tuberculata bats, new zealand",1.33897252229449,0.0555555555555556,1,"Mystacina tuberculata","Mystacina tuberculata","MYSTACINIDAE"
"1096",1243,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,57,0,0,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","908","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.0658433540292081,0.00434782608695652,0,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","VESPERTILIONIDAE"
"1097",1244,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,40,0,0,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"intestines","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","intestine","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","909","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.0784078426722004,0.00617283950617284,0,"Pipistrellus pipistrellus","Pipistrellus pipistrellus","VESPERTILIONIDAE"
"1098",1245,"no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","Van Gucht et al.","J Wildl Dis",2014,19,0,0,"Pipistrellus nathusii","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","E, RdRp",NA,"lung","Belgium","N","","80% dead near homes, 20% dead in animal rescue centers","NA","NA","","2008","",2013,"","","Year",NA,"N","Y, dead near homes, rescue centers","N","","VERENA Admin","4/12/2022 2:19pm","lung or respiratory","tissue","1","1","1","1",NA,NA,"RdRp_Other","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Pipistrellus nathusii","Pipistrellus nathusii","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium","910","no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium",0.112756702949066,0.0128205128205128,0,"Pipistrellus nathusii","Pipistrellus nathusii","VESPERTILIONIDAE"
