PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
22993147,Evidence supporting a zoonotic origin of human coronavirus strain NL63,"Huynh J, Li S, Yount B, Smith A, Sturges L, Olsen JC, Nagel J, Johnson JB, Agnihothram S, Gates JE, Frieman MB, Baric RS, Donaldson EF.",J Virol. 2012 Dec;86(23):12816-25. doi: 10.1128/JVI.00906-12. Epub 2012 Sep 19.,Huynh J,J Virol,2012,9/21/12,PMC3497669,,10.1128/JVI.00906-12
32528128,"Bat-borne virus diversity, spillover and emergence","Letko M, Seifert SN, Olival KJ, Plowright RK, Munster VJ.",Nat Rev Microbiol. 2020 Aug;18(8):461-471. doi: 10.1038/s41579-020-0394-z. Epub 2020 Jun 11.,Letko M,Nat Rev Microbiol,2020,6/13/20,PMC7289071,,10.1038/s41579-020-0394-z
27170748,"Bat Severe Acute Respiratory Syndrome-Like Coronavirus WIV1 Encodes an Extra Accessory Protein, ORFX, Involved in Modulation of the Host Immune Response","Zeng LP, Gao YT, Ge XY, Zhang Q, Peng C, Yang XL, Tan B, Chen J, Chmura AA, Daszak P, Shi ZL.",J Virol. 2016 Jun 24;90(14):6573-6582. doi: 10.1128/JVI.03079-15. Print 2016 Jul 15.,Zeng LP,J Virol,2016,5/13/16,PMC4936131,,10.1128/JVI.03079-15
32237160,Epidemiological analysis of COVID-19 and practical experience from China,"Ye Q, Wang B, Mao J, Fu J, Shang S, Shu Q, Zhang T.",J Med Virol. 2020 Jul;92(7):755-769. doi: 10.1002/jmv.25813. Epub 2020 Apr 10.,Ye Q,J Med Virol,2020,4/3/20,PMC7228220,,10.1002/jmv.25813
31076983,Complete genome analysis of a SARS-like bat coronavirus identified in the Republic of Korea,"Kim Y, Son K, Kim YS, Lee SY, Jheong W, Oem JK.",Virus Genes. 2019 Aug;55(4):545-549. doi: 10.1007/s11262-019-01668-w. Epub 2019 May 10.,Kim Y,Virus Genes,2019,5/12/19,PMC7089380,,10.1007/s11262-019-01668-w
23583636,Cross-reactive antibodies in convalescent SARS patients' sera against the emerging novel human coronavirus EMC (2012) by both immunofluorescent and neutralizing antibody tests,"Chan KH, Chan JF, Tse H, Chen H, Lau CC, Cai JP, Tsang AK, Xiao X, To KK, Lau SK, Woo PC, Zheng BJ, Wang M, Yuen KY.",J Infect. 2013 Aug;67(2):130-40. doi: 10.1016/j.jinf.2013.03.015. Epub 2013 Apr 10.,Chan KH,J Infect,2013,4/16/13,PMC7112694,,10.1016/j.jinf.2013.03.015
32393111,"COVID-19: animals, veterinary and zoonotic links","Tiwari R, Dhama K, Sharun K, Iqbal Yatoo M, Malik YS, Singh R, Michalak I, Sah R, Bonilla-Aldana DK, Rodriguez-Morales AJ.",Vet Q. 2020 Dec;40(1):169-182. doi: 10.1080/01652176.2020.1766725.,Tiwari R,Vet Q,2020,5/13/20,,,10.1080/01652176.2020.1766725
27025250,Middle East Respiratory Syndrome Coronavirus NS4b Protein Inhibits Host RNase L Activation,"Thornbrough JM, Jha BK, Yount B, Goldstein SA, Li Y, Elliott R, Sims AC, Baric RS, Silverman RH, Weiss SR.",mBio. 2016 Mar 29;7(2):e00258. doi: 10.1128/mBio.00258-16.,Thornbrough JM,mBio,2016,3/31/16,PMC4817253,,10.1128/mBio.00258-16
31022925,Characterization of a New Member of Alphacoronavirus with Unique Genomic Features in Rhinolophus Bats,"Wang N, Luo C, Liu H, Yang X, Hu B, Zhang W, Li B, Zhu Y, Zhu G, Shen X, Peng C, Shi Z.",Viruses. 2019 Apr 24;11(4):379. doi: 10.3390/v11040379.,Wang N,Viruses,2019,4/27/19,PMC6521148,,10.3390/v11040379
32065221,Coronaviruses: a paradigm of new emerging zoonotic diseases,"Salata C, Calistri A, Parolin C, Palù G.",Pathog Dis. 2019 Dec 1;77(9):ftaa006. doi: 10.1093/femspd/ftaa006.,Salata C,Pathog Dis,2019,2/18/20,PMC7108526,,10.1093/femspd/ftaa006
32200634,Protein Structure and Sequence Reanalysis of 2019-nCoV Genome Refutes Snakes as Its Intermediate Host and the Unique Similarity between Its Spike Protein Insertions and HIV-1,"Zhang C, Zheng W, Huang X, Bell EW, Zhou X, Zhang Y.",J Proteome Res. 2020 Apr 3;19(4):1351-1360. doi: 10.1021/acs.jproteome.0c00129. Epub 2020 Mar 24.,Zhang C,J Proteome Res,2020,3/24/20,PMC7099673,,10.1021/acs.jproteome.0c00129
24769571,"[A novel coronavirus, MERS-CoV]",Mizutani T.,Uirusu. 2013;63(1):1-6. doi: 10.2222/jsv.63.1.,Mizutani T,Uirusu,2013,4/29/14,,,10.2222/jsv.63.1
32320687,Phylogenetic Analysis and Structural Modeling of SARS-CoV-2 Spike Protein Reveals an Evolutionary Distinct and Proteolytically Sensitive Activation Loop,"Jaimes JA, André NM, Chappie JS, Millet JK, Whittaker GR.",J Mol Biol. 2020 May 1;432(10):3309-3325. doi: 10.1016/j.jmb.2020.04.009. Epub 2020 Apr 19.,Jaimes JA,J Mol Biol,2020,4/23/20,PMC7166309,,10.1016/j.jmb.2020.04.009
31801868,Trypsin Treatment Unlocks Barrier for Zoonotic Bat Coronavirus Infection,"Menachery VD, Dinnon KH 3rd, Yount BL Jr, McAnarney ET, Gralinski LE, Hale A, Graham RL, Scobey T, Anthony SJ, Wang L, Graham B, Randell SH, Lipkin WI, Baric RS.",J Virol. 2020 Feb 14;94(5):e01774-19. doi: 10.1128/JVI.01774-19. Print 2020 Feb 14.,Menachery VD,J Virol,2020,12/6/19,PMC7022341,,10.1128/JVI.01774-19
30310104,Attenuation of replication by a 29 nucleotide deletion in SARS-coronavirus acquired during the early stages of human-to-human transmission,"Muth D, Corman VM, Roth H, Binger T, Dijkman R, Gottula LT, Gloza-Rausch F, Balboni A, Battilani M, Rihtarič D, Toplak I, Ameneiros RS, Pfeifer A, Thiel V, Drexler JF, Müller MA, Drosten C.",Sci Rep. 2018 Oct 11;8(1):15177. doi: 10.1038/s41598-018-33487-8.,Muth D,Sci Rep,2018,10/13/18,PMC6181990,,10.1038/s41598-018-33487-8
28377531,Further Evidence for Bats as the Evolutionary Source of Middle East Respiratory Syndrome Coronavirus,"Anthony SJ, Gilardi K, Menachery VD, Goldstein T, Ssebide B, Mbabazi R, Navarrete-Macias I, Liang E, Wells H, Hicks A, Petrosov A, Byarugaba DK, Debbink K, Dinnon KH, Scobey T, Randell SH, Yount BL, Cranfield M, Johnson CK, Baric RS, Lipkin WI, Mazet JA.",mBio. 2017 Apr 4;8(2):e00373-17. doi: 10.1128/mBio.00373-17.,Anthony SJ,mBio,2017,4/6/17,PMC5380844,,10.1128/mBio.00373-17
30447246,Full genome characterization of two novel Alpha-coronavirus species from Italian bats,"De Sabato L, Lelli D, Faccin F, Canziani S, Di Bartolo I, Vaccari G, Moreno A.",Virus Res. 2019 Jan 15;260:60-66. doi: 10.1016/j.virusres.2018.11.007. Epub 2018 Nov 15.,De Sabato L,Virus Res,2019,11/18/18,PMC7114869,,10.1016/j.virusres.2018.11.007
32646049,"Mutation Patterns of Human SARS-CoV-2 and Bat RaTG13 Coronavirus Genomes Are Strongly Biased Towards C>U Transitions, Indicating Rapid Evolution in Their Hosts","Matyášek R, Kovařík A.",Genes (Basel). 2020 Jul 7;11(7):761. doi: 10.3390/genes11070761.,Matyášek R,Genes (Basel),2020,7/11/20,PMC7397057,,10.3390/genes11070761
16169905,Severe acute respiratory syndrome coronavirus-like virus in Chinese horseshoe bats,"Lau SK, Woo PC, Li KS, Huang Y, Tsoi HW, Wong BH, Wong SS, Leung SY, Chan KH, Yuen KY.",Proc Natl Acad Sci U S A. 2005 Sep 27;102(39):14040-5. doi: 10.1073/pnas.0506735102. Epub 2005 Sep 16.,Lau SK,Proc Natl Acad Sci U S A,2005,9/20/05,PMC1236580,,10.1073/pnas.0506735102
26269185,Severe Acute Respiratory Syndrome (SARS) Coronavirus ORF8 Protein Is Acquired from SARS-Related Coronavirus from Greater Horseshoe Bats through Recombination,"Lau SK, Feng Y, Chen H, Luk HK, Yang WH, Li KS, Zhang YZ, Huang Y, Song ZZ, Chow WN, Fan RY, Ahmed SS, Yeung HC, Lam CS, Cai JP, Wong SS, Chan JF, Yuen KY, Zhang HL, Woo PC.",J Virol. 2015 Oct;89(20):10532-47. doi: 10.1128/JVI.01048-15. Epub 2015 Aug 12.,Lau SK,J Virol,2015,8/14/15,PMC4580176,,10.1128/JVI.01048-15
17030870,Full-length genome sequences of two SARS-like coronaviruses in horseshoe bats and genetic variation analysis,"Ren W, Li W, Yu M, Hao P, Zhang Y, Zhou P, Zhang S, Zhao G, Zhong Y, Wang S, Wang LF, Shi Z.",J Gen Virol. 2006 Nov;87(Pt 11):3355-9. doi: 10.1099/vir.0.82220-0.,Ren W,J Gen Virol,2006,10/13/06,,,10.1099/vir.0.82220-0
21775467,Anti-severe acute respiratory syndrome coronavirus spike antibodies trigger infection of human immune cells via a pH- and cysteine protease-independent FcγR pathway,"Jaume M, Yip MS, Cheung CY, Leung HL, Li PH, Kien F, Dutry I, Callendret B, Escriou N, Altmeyer R, Nal B, Daëron M, Bruzzone R, Peiris JS.",J Virol. 2011 Oct;85(20):10582-97. doi: 10.1128/JVI.00671-11. Epub 2011 Jul 20.,Jaume M,J Virol,2011,7/22/11,PMC3187504,,10.1128/JVI.00671-11
31503522,First Report of Coronaviruses in Northern European Bats,"Kivistö I, Tidenberg EM, Lilley T, Suominen K, Forbes KM, Vapalahti O, Huovilainen A, Sironen T.",Vector Borne Zoonotic Dis. 2020 Feb;20(2):155-158. doi: 10.1089/vbz.2018.2367. Epub 2019 Sep 10.,Kivistö I,Vector Borne Zoonotic Dis,2020,9/11/19,,,10.1089/vbz.2018.2367
17267506,Evolutionary insights into the ecology of coronaviruses,"Vijaykrishna D, Smith GJ, Zhang JX, Peiris JS, Chen H, Guan Y.",J Virol. 2007 Apr;81(8):4012-20. doi: 10.1128/JVI.02605-06. Epub 2007 Jan 31.,Vijaykrishna D,J Virol,2007,2/3/07,PMC1866124,,10.1128/JVI.02605-06
31167913,Species-Specific Colocalization of Middle East Respiratory Syndrome Coronavirus Attachment and Entry Receptors,"Widagdo W, Okba NMA, Li W, de Jong A, de Swart RL, Begeman L, van den Brand JMA, Bosch BJ, Haagmans BL.",J Virol. 2019 Jul 30;93(16):e00107-19. doi: 10.1128/JVI.00107-19. Print 2019 Aug 15.,Widagdo W,J Virol,2019,6/7/19,PMC6675889,,10.1128/JVI.00107-19
28608547,Computational modeling of the bat HKU4 coronavirus 3CL(pro) inhibitors as a tool for the development of antivirals against the emerging Middle East respiratory syndrome (MERS) coronavirus,"Abuhammad A, Al-Aqtash RA, Anson BJ, Mesecar AD, Taha MO.",J Mol Recognit. 2017 Nov;30(11):e2644. doi: 10.1002/jmr.2644. Epub 2017 Jun 13.,Abuhammad A,J Mol Recognit,2017,6/14/17,PMC7166879,,10.1002/jmr.2644
28418192,Detection of potentially novel paramyxovirus and coronavirus viral RNA in bats and rats in the Mekong Delta region of southern Viet Nam,"Berto A, Anh PH, Carrique-Mas JJ, Simmonds P, Van Cuong N, Tue NT, Van Dung N, Woolhouse ME, Smith I, Marsh GA, Bryant JE, Thwaites GE, Baker S, Rabaa MA; VIZIONS consortium.",Zoonoses Public Health. 2018 Feb;65(1):30-42. doi: 10.1111/zph.12362. Epub 2017 Apr 18.,Berto A,Zoonoses Public Health,2018,4/19/17,PMC5811810,,10.1111/zph.12362
23770275,Interspecies transmission and emergence of novel viruses: lessons from bats and birds,"Chan JF, To KK, Tse H, Jin DY, Yuen KY.",Trends Microbiol. 2013 Oct;21(10):544-55. doi: 10.1016/j.tim.2013.05.005. Epub 2013 Jun 14.,Chan JF,Trends Microbiol,2013,6/18/13,PMC7126491,,10.1016/j.tim.2013.05.005
24023659,"Differential sensitivity of bat cells to infection by enveloped RNA viruses: coronaviruses, paramyxoviruses, filoviruses, and influenza viruses","Hoffmann M, Müller MA, Drexler JF, Glende J, Erdt M, Gützkow T, Losemann C, Binger T, Deng H, Schwegmann-Weßels C, Esser KH, Drosten C, Herrler G.",PLoS One. 2013 Aug 30;8(8):e72942. doi: 10.1371/journal.pone.0072942. eCollection 2013.,Hoffmann M,PLoS One,2013,9/12/13,PMC3758312,,10.1371/journal.pone.0072942
31811597,Coronaviruses Detected in Bats in Close Contact with Humans in Rwanda,"Nziza J, Goldstein T, Cranfield M, Webala P, Nsengimana O, Nyatanyi T, Mudakikwa A, Tremeau-Bravard A, Byarugaba D, Tumushime JC, Mwikarago IE, Gafarasi I, Mazet J, Gilardi K.",Ecohealth. 2020 Mar;17(1):152-159. doi: 10.1007/s10393-019-01458-8. Epub 2019 Dec 6.,Nziza J,Ecohealth,2020,12/8/19,PMC7088394,,10.1007/s10393-019-01458-8
27178103,Detection of the Severe Acute Respiratory Syndrome-Related Coronavirus and Alphacoronavirus in the Bat Population of Taiwan,"Chen YN, Phuong VN, Chen HC, Chou CH, Cheng HC, Wu CH.",Zoonoses Public Health. 2016 Dec;63(8):608-615. doi: 10.1111/zph.12271. Epub 2016 May 13.,Chen YN,Zoonoses Public Health,2016,5/15/16,PMC7165716,,10.1111/zph.12271
26899616,Replication and shedding of MERS-CoV in Jamaican fruit bats (Artibeus jamaicensis),"Munster VJ, Adney DR, van Doremalen N, Brown VR, Miazgowicz KL, Milne-Price S, Bushmaker T, Rosenke R, Scott D, Hawkinson A, de Wit E, Schountz T, Bowen RA.",Sci Rep. 2016 Feb 22;6:21878. doi: 10.1038/srep21878.,Munster VJ,Sci Rep,2016,2/23/16,PMC4761889,,10.1038/srep21878
32060789,The First Disease X is Caused by a Highly Transmissible Acute Respiratory Syndrome Coronavirus,"Jiang S, Shi ZL.",Virol Sin. 2020 Jun;35(3):263-265. doi: 10.1007/s12250-020-00206-5. Epub 2020 Feb 14.,Jiang S,Virol Sin,2020,2/16/20,PMC7091198,,10.1007/s12250-020-00206-5
29331670,"Circulation of Alphacoronavirus, Betacoronavirus and Paramyxovirus in Hipposideros bat species in Zimbabwe","Bourgarel M, Pfukenyi DM, Boué V, Talignani L, Chiweshe N, Diop F, Caron A, Matope G, Missé D, Liégeois F.",Infect Genet Evol. 2018 Mar;58:253-257. doi: 10.1016/j.meegid.2018.01.007. Epub 2018 Jan 10.,Bourgarel M,Infect Genet Evol,2018,1/15/18,PMC7106086,,10.1016/j.meegid.2018.01.007
22833101,Genomic and serological detection of bat coronavirus from bats in the Philippines,"Tsuda S, Watanabe S, Masangkay JS, Mizutani T, Alviola P, Ueda N, Iha K, Taniguchi S, Fujii H, Kato K, Horimoto T, Kyuwa S, Yoshikawa Y, Akashi H.",Arch Virol. 2012 Dec;157(12):2349-55. doi: 10.1007/s00705-012-1410-z. Epub 2012 Jul 26.,Tsuda S,Arch Virol,2012,7/27/12,PMC7086765,,10.1007/s00705-012-1410-z
32854762,The receptor binding domain of SARS-CoV-2 spike protein is the result of an ancestral recombination between the bat-CoV RaTG13 and the pangolin-CoV MP789,"Flores-Alanis A, Sandner-Miranda L, Delgado G, Cravioto A, Morales-Espinosa R.",BMC Res Notes. 2020 Aug 27;13(1):398. doi: 10.1186/s13104-020-05242-8.,Flores-Alanis A,BMC Res Notes,2020,8/29/20,PMC7450963,,10.1186/s13104-020-05242-8
27048154,Coronavirus Infection and Diversity in Bats in the Australasian Region,"Smith CS, de Jong CE, Meers J, Henning J, Wang L, Field HE.",Ecohealth. 2016 Mar;13(1):72-82. doi: 10.1007/s10393-016-1116-x. Epub 2016 Apr 5.,Smith CS,Ecohealth,2016,4/7/16,PMC7087777,,10.1007/s10393-016-1116-x
31067830,Novel Bat Alphacoronaviruses in Southern China Support Chinese Horseshoe Bats as an Important Reservoir for Potential Novel Coronaviruses,"Lau SKP, Wong ACP, Zhang L, Luk HKH, Kwok JSL, Ahmed SS, Cai JP, Zhao PSH, Teng JLL, Tsui SKW, Yuen KY, Woo PCY.",Viruses. 2019 May 7;11(5):423. doi: 10.3390/v11050423.,Lau SKP,Viruses,2019,5/10/19,PMC6563315,,10.3390/v11050423
32376535,[Analysis of variation and evolution of SARS-CoV-2 genome],"Zhou Y, Zhang S, Chen J, Wan C, Zhao W, Zhang B.",Nan Fang Yi Ke Da Xue Xue Bao. 2020 Feb 29;40(2):152-158. doi: 10.12122/j.issn.1673-4254.2020.02.02.,Zhou Y,Nan Fang Yi Ke Da Xue Xue Bao,2020,5/8/20,PMC7086142,,10.12122/j.issn.1673-4254.2020.02.02
31518629,Epitope mapping and cellular localization of swine acute diarrhea syndrome coronavirus nucleocapsid protein using a novel monoclonal antibody,"Han Y, Zhang J, Shi H, Zhou L, Chen J, Zhang X, Liu J, Zhang J, Wang X, Ji Z, Jing Z, Cong G, Ma J, Shi D, Li F.",Virus Res. 2019 Nov;273:197752. doi: 10.1016/j.virusres.2019.197752. Epub 2019 Sep 10.,Han Y,Virus Res,2019,9/14/19,PMC7114574,,10.1016/j.virusres.2019.197752
32602823,Bat SARS-Like WIV1 coronavirus uses the ACE2 of multiple animal species as receptor and evades IFITM3 restriction via TMPRSS2 activation of membrane fusion,"Zheng M, Zhao X, Zheng S, Chen D, Du P, Li X, Jiang D, Guo JT, Zeng H, Lin H.",Emerg Microbes Infect. 2020 Dec;9(1):1567-1579. doi: 10.1080/22221751.2020.1787797.,Zheng M,Emerg Microbes Infect,2020,7/1/20,PMC7473123,,10.1080/22221751.2020.1787797
31419711,Characterization of a novel bat-HKU2-like swine enteric alphacoronavirus (SeACoV) infection in cultured cells and development of a SeACoV infectious clone,"Yang YL, Liang QZ, Xu SY, Mazing E, Xu GH, Peng L, Qin P, Wang B, Huang YW.",Virology. 2019 Oct;536:110-118. doi: 10.1016/j.virol.2019.08.006. Epub 2019 Aug 9.,Yang YL,Virology,2019,8/17/19,PMC7112019,,10.1016/j.virol.2019.08.006
25409519,CD26/DPP4 cell-surface expression in bat cells correlates with bat cell susceptibility to Middle East respiratory syndrome coronavirus (MERS-CoV) infection and evolution of persistent infection,"Caì Y, Yú SQ, Postnikova EN, Mazur S, Bernbaum JG, Burk R, Zhāng T, Radoshitzky SR, Müller MA, Jordan I, Bollinger L, Hensley LE, Jahrling PB, Kuhn JH.",PLoS One. 2014 Nov 19;9(11):e112060. doi: 10.1371/journal.pone.0112060. eCollection 2014.,Caì Y,PLoS One,2014,11/20/14,PMC4237331,,10.1371/journal.pone.0112060
28077633,Surveillance of Bat Coronaviruses in Kenya Identifies Relatives of Human Coronaviruses NL63 and 229E and Their Recombination History,"Tao Y, Shi M, Chommanard C, Queen K, Zhang J, Markotter W, Kuzmin IV, Holmes EC, Tong S.",J Virol. 2017 Feb 14;91(5):e01953-16. doi: 10.1128/JVI.01953-16. Print 2017 Mar 1.,Tao Y,J Virol,2017,1/13/17,PMC5309958,,10.1128/JVI.01953-16
30208582,Detection and Characterization of Distinct Alphacoronaviruses in Five Different Bat Species in Denmark,"Lazov CM, Chriél M, Baagøe HJ, Fjederholt E, Deng Y, Kooi EA, Belsham GJ, Bøtner A, Rasmussen TB.",Viruses. 2018 Sep 11;10(9):486. doi: 10.3390/v10090486.,Lazov CM,Viruses,2018,9/14/18,PMC6163574,,10.3390/v10090486
32387562,Coding potential and sequence conservation of SARS-CoV-2 and related animal viruses,"Cagliani R, Forni D, Clerici M, Sironi M.",Infect Genet Evol. 2020 Sep;83:104353. doi: 10.1016/j.meegid.2020.104353. Epub 2020 May 5.,Cagliani R,Infect Genet Evol,2020,5/11/20,PMC7199688,,10.1016/j.meegid.2020.104353
28446791,Tissue Distribution of the MERS-Coronavirus Receptor in Bats,"Widagdo W, Begeman L, Schipper D, Run PRV, Cunningham AA, Kley N, Reusken CB, Haagmans BL, van den Brand JMA.",Sci Rep. 2017 Apr 26;7(1):1193. doi: 10.1038/s41598-017-01290-6.,Widagdo W,Sci Rep,2017,4/28/17,PMC5430768,,10.1038/s41598-017-01290-6
28220326,"Simultaneous detection of severe acute respiratory syndrome, Middle East respiratory syndrome, and related bat coronaviruses by real-time reverse transcription PCR","Noh JY, Yoon SW, Kim DJ, Lee MS, Kim JH, Na W, Song D, Jeong DG, Kim HK.",Arch Virol. 2017 Jun;162(6):1617-1623. doi: 10.1007/s00705-017-3281-9. Epub 2017 Feb 20.,Noh JY,Arch Virol,2017,2/22/17,PMC7086956,,10.1007/s00705-017-3281-9
32555182,Cryo-EM structures of HKU2 and SADS-CoV spike glycoproteins provide insights into coronavirus evolution,"Yu J, Qiao S, Guo R, Wang X.",Nat Commun. 2020 Jun 17;11(1):3070. doi: 10.1038/s41467-020-16876-4.,Yu J,Nat Commun,2020,6/20/20,PMC7300015,,10.1038/s41467-020-16876-4
31776269,Molecular Basis of Binding between Middle East Respiratory Syndrome Coronavirus and CD26 from Seven Bat Species,"Yuan Y, Qi J, Peng R, Li C, Lu G, Yan J, Wang Q, Gao GF.",J Virol. 2020 Feb 14;94(5):e01387-19. doi: 10.1128/JVI.01387-19. Print 2020 Feb 14.,Yuan Y,J Virol,2020,11/29/19,PMC7022362,,10.1128/JVI.01387-19
29277555,Distribution of bat-borne viruses and environment patterns,"Afelt A, Lacroix A, Zawadzka-Pawlewska U, Pokojski W, Buchy P, Frutos R.",Infect Genet Evol. 2018 Mar;58:181-191. doi: 10.1016/j.meegid.2017.12.009. Epub 2017 Dec 23.,Afelt A,Infect Genet Evol,2018,12/27/17,PMC7106095,,10.1016/j.meegid.2017.12.009
26378164,Evidence for an Ancestral Association of Human Coronavirus 229E with Bats,"Corman VM, Baldwin HJ, Tateno AF, Zerbinati RM, Annan A, Owusu M, Nkrumah EE, Maganga GD, Oppong S, Adu-Sarkodie Y, Vallo P, da Silva Filho LV, Leroy EM, Thiel V, van der Hoek L, Poon LL, Tschapka M, Drosten C, Drexler JF.",J Virol. 2015 Dec;89(23):11858-70. doi: 10.1128/JVI.01755-15. Epub 2015 Sep 16.,Corman VM,J Virol,2015,9/18/15,PMC4645311,,10.1128/JVI.01755-15
32347747,Can melatonin reduce the severity of COVID-19 pandemic?,"Shneider A, Kudriavtsev A, Vakhrusheva A.",Int Rev Immunol. 2020;39(4):153-162. doi: 10.1080/08830185.2020.1756284. Epub 2020 Apr 29.,Shneider A,Int Rev Immunol,2020,4/30/20,,,10.1080/08830185.2020.1756284
30781790,Interferon Regulatory Factor 3-Mediated Signaling Limits Middle-East Respiratory Syndrome (MERS) Coronavirus Propagation in Cells from an Insectivorous Bat,"Banerjee A, Falzarano D, Rapin N, Lew J, Misra V.",Viruses. 2019 Feb 13;11(2):152. doi: 10.3390/v11020152.,Banerjee A,Viruses,2019,2/21/19,PMC6410008,,10.3390/v11020152
26190463,Targeting zoonotic viruses: Structure-based inhibition of the 3C-like protease from bat coronavirus HKU4--The likely reservoir host to the human coronavirus that causes Middle East Respiratory Syndrome (MERS),"St John SE, Tomar S, Stauffer SR, Mesecar AD.",Bioorg Med Chem. 2015 Sep 1;23(17):6036-48. doi: 10.1016/j.bmc.2015.06.039. Epub 2015 Jun 19.,St John SE,Bioorg Med Chem,2015,7/21/15,PMC5433438,NIHMS705452,10.1016/j.bmc.2015.06.039
26791756,Middle East respiratory syndrome coronavirus: a comprehensive review,"Shehata MM, Gomaa MR, Ali MA, Kayali G.",Front Med. 2016 Jun;10(2):120-36. doi: 10.1007/s11684-016-0430-6. Epub 2016 Jan 20.,Shehata MM,Front Med,2016,1/22/16,PMC7089261,,10.1007/s11684-016-0430-6
32209118,Using the spike protein feature to predict infection risk and monitor the evolutionary dynamic of coronavirus,"Qiang XL, Xu P, Fang G, Liu WB, Kou Z.",Infect Dis Poverty. 2020 Mar 25;9(1):33. doi: 10.1186/s40249-020-00649-8.,Qiang XL,Infect Dis Poverty,2020,3/27/20,PMC7093988,,10.1186/s40249-020-00649-8
32768223,Coronaviruses in cats and other companion animals: Where does SARS-CoV-2/COVID-19 fit?,"Stout AE, André NM, Jaimes JA, Millet JK, Whittaker GR.",Vet Microbiol. 2020 Aug;247:108777. doi: 10.1016/j.vetmic.2020.108777. Epub 2020 Jun 23.,Stout AE,Vet Microbiol,2020,8/10/20,PMC7309752,NIHMS1610183,10.1016/j.vetmic.2020.108777
32060933,2019_nCoV/SARS-CoV-2: rapid classification of betacoronaviruses and identification of Traditional Chinese Medicine as potential origin of zoonotic coronaviruses,"Wassenaar TM, Zou Y.",Lett Appl Microbiol. 2020 May;70(5):342-348. doi: 10.1111/lam.13285. Epub 2020 Feb 28.,Wassenaar TM,Lett Appl Microbiol,2020,2/16/20,PMC7165814,,10.1111/lam.13285
28067571,Middle East respiratory syndrome coronavirus (MERS-CoV) infection,"Almaghrabi RS, Omrani AS.",Br J Hosp Med (Lond). 2017 Jan 2;78(1):23-26. doi: 10.12968/hmed.2017.78.1.23.,Almaghrabi RS,Br J Hosp Med (Lond),2017,1/10/17,,,10.12968/hmed.2017.78.1.23
24667706,A mouse model for Betacoronavirus subgroup 2c using a bat coronavirus strain HKU5 variant,"Agnihothram S, Yount BL Jr, Donaldson EF, Huynh J, Menachery VD, Gralinski LE, Graham RL, Becker MM, Tomar S, Scobey TD, Osswald HL, Whitmore A, Gopal R, Ghosh AK, Mesecar A, Zambon M, Heise M, Denison MR, Baric RS.",mBio. 2014 Mar 25;5(2):e00047-14. doi: 10.1128/mBio.00047-14.,Agnihothram S,mBio,2014,3/27/14,PMC3977350,,10.1128/mBio.00047-14
32843626,Origin and cross-species transmission of bat coronaviruses in China,"Latinne A, Hu B, Olival KJ, Zhu G, Zhang L, Li H, Chmura AA, Field HE, Zambrana-Torrelio C, Epstein JH, Li B, Zhang W, Wang LF, Shi ZL, Daszak P.",Nat Commun. 2020 Aug 25;11(1):4235. doi: 10.1038/s41467-020-17687-3.,Latinne A,Nat Commun,2020,8/27/20,PMC7447761,,10.1038/s41467-020-17687-3
32407364,Are pangolins the intermediate host of the 2019 novel coronavirus (SARS-CoV-2)?,"Liu P, Jiang JZ, Wan XF, Hua Y, Li L, Zhou J, Wang X, Hou F, Chen J, Zou J, Chen J.",PLoS Pathog. 2020 May 14;16(5):e1008421. doi: 10.1371/journal.ppat.1008421. eCollection 2020 May.,Liu P,PLoS Pathog,2020,5/15/20,PMC7224457,,10.1371/journal.ppat.1008421
29680361,Bat-Origin Coronaviruses Expand Their Host Range to Pigs,"Wang L, Su S, Bi Y, Wong G, Gao GF.",Trends Microbiol. 2018 Jun;26(6):466-470. doi: 10.1016/j.tim.2018.03.001. Epub 2018 Apr 18.,Wang L,Trends Microbiol,2018,4/23/18,PMC7119057,,10.1016/j.tim.2018.03.001
27639955,Generation and Characterization of Eptesicus fuscus (Big brown bat) kidney cell lines immortalized using the Myotis polyomavirus large T-antigen,"Banerjee A, Rapin N, Miller M, Griebel P, Zhou Y, Munster V, Misra V.",J Virol Methods. 2016 Nov;237:166-173. doi: 10.1016/j.jviromet.2016.09.008. Epub 2016 Sep 14.,Banerjee A,J Virol Methods,2016,9/19/16,PMC7113758,,10.1016/j.jviromet.2016.09.008
24443473,The ORF4b-encoded accessory proteins of Middle East respiratory syndrome coronavirus and two related bat coronaviruses localize to the nucleus and inhibit innate immune signalling,"Matthews KL, Coleman CM, van der Meer Y, Snijder EJ, Frieman MB.",J Gen Virol. 2014 Apr;95(Pt 4):874-882. doi: 10.1099/vir.0.062059-0. Epub 2014 Jan 17.,Matthews KL,J Gen Virol,2014,1/21/14,PMC3973478,,10.1099/vir.0.062059-0
32596311,Sars-CoV-2 Envelope and Membrane Proteins: Structural Differences Linked to Virus Characteristics?,"Bianchi M, Benvenuto D, Giovanetti M, Angeletti S, Ciccozzi M, Pascarella S.",Biomed Res Int. 2020 May 30;2020:4389089. doi: 10.1155/2020/4389089. eCollection 2020.,Bianchi M,Biomed Res Int,2020,6/30/20,PMC7261327,,10.1155/2020/4389089
