Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Rabies surveillance in Poland (1992-2006),"Smreczak, M.; Trebas, P.; Ortowska, A.; Zmudzinski, J. F.",,,"Dodet, B; Fooks, AR; Miller, T; Tordo, N",TOWARDS THE ELIMINATION OF RABIES IN EURASIA,2008,2008,131,,,,,249,256,,,Joint OIE/WHO/EU International Conference on Towards te Elimination if Rabies in Eurasia,"MAY 27-30, 2007",8,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,2,1,0
Species richness and diversity of brackish and salt marshes in the Rio Grande delta,"Judd, FW; Lonard, RI",,,,JOURNAL OF COASTAL RESEARCH,FAL 2002,2002,18,4,,,,751,759,,,,,8,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0
European Union's Last Intact Forest Landscapes are at A Value Chain Crossroad between Multiple Use and Intensified Wood Production,"Jonsson, Bengt Gunnar; Svensson, Johan; Mikusinski, Grzegorz; Manton, Michael; Angelstam, Per",,,,FORESTS,JUL 2019,2019,10,7,,,,,,564,10.3390/f10070564,,,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
Phylogeny matters: revisiting 'a comparison of bats and rodents as reservoirs of zoonotic viruses',"Guy, Cylita; Thiagavel, Jeneni; Mideo, Nicole; Ratcliffe, John M.",,,,ROYAL SOCIETY OPEN SCIENCE,FEB 2019,2019,6,2,,,,,,181182,10.1098/rsos.181182,,,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
"Circulation of Alphacoronavirus, Betacoronavirus and Paramyxovirus in Hipposideros bat species in Zimbabwe","Bourgarel, Mathieu; Pfukenyi, Davies M.; Boue, Vanina; Talignani, Loic; Chiweshe, Ngoni; Diop, Fode; Caron, Alexandre; Matope, Gift; Misse, Dorothee; Liegeois, Florian",,,,INFECTION GENETICS AND EVOLUTION,MAR 2018,2018,58,,,,,253,257,,10.1016/j.meegid.2018.01.007,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
The Motus Wildlife Tracking System: a collaborative research network to enhance the understanding of wildlife movement,"Taylor, Philip D.; Crewe, Tara L.; Mackenzie, Stuart A.; Lepage, Denis; Aubry, Yves; Crysler, Zoe; Finney, George; Francis, Charles M.; Guglielmo, Christopher G.; Hamilton, Diana J.; Holberton, Rebecca L.; Loring, Pamela H.; Mitchell, Greg W.; Norris, D. Ryan; Paquet, Julie; Ronconi, Robert A.; Smetzer, Jennifer R.; Smith, Paul A.; Welch, Linda J.; Woodworth, Bradley K.",,,,AVIAN CONSERVATION AND ECOLOGY,JUN 2017,2017,12,1,,,,,,8,10.5751/ACE-00953-120108,,,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0
Searcher Efficiency and Survey Coverage Affect Precision of Fatality Estimates,"Reyes, Gabriel A.; Rodriguez, Meredith J.; Lindke, Kenneth T.; Ayres, Katherine L.; Halterman, Murrelet D.; Boroski, Brian B.; Johnston, Dave S.",,,,JOURNAL OF WILDLIFE MANAGEMENT,NOV 2016,2016,80,8,,,,1488,1496,,10.1002/jwmg.21126,,,7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0
Immobilization on magnetic nanoparticles of the recombinant trehalose synthase from Deinococcus geothermalis,"Panek, Anna; Pietrow, Olga; Synowiecki, Jozef; Filipkowski, Pawel",,,,FOOD AND BIOPRODUCTS PROCESSING,OCT 2013,2013,91,C4,,,,632,637,,10.1016/j.fbp.2013.04.007,,,7,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0
"Seasonal differences in foraging dynamics, habitat use and home range size of Wahlberg's epauletted fruit bat in an urban environment","Rollinson, Dominic P.; Coleman, Joy C.; Downs, Colleen T.",,,,AFRICAN ZOOLOGY,OCT 2013,2013,48,2,,,,340,350,,10.3377/004.048.0218,,,7,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,0
Molecular characterisation of the national collection of Swiss cherry cultivars,"Frei, Andrea; Szalatnay, David; Zollinger, Tulipan; Frey, Juerg E.",,,,JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,JUL 2010,2010,85,4,,,,277,282,,10.1080/14620316.2010.11512668,,,7,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0
"Control of Neobenedenia melleni (MacCallum, 1927) (Monogenea: Capsalidae) in dusky grouper, Epinephelus marginatus (Lowe, 1834), reared in floating net cages","Sanches, Eduardo Gomes",,,,REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,JUL-SEP 2008,2008,17,3,,,,145,149,,10.1590/S1984-29612008000300005,,,7,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,0,0
The molluscan fauna from the upper Pleistocene vertebrate-bearing deposits of S. Teodoro Cave (North-eastern Sicily),"Esu, Daniela; Mangano, Gabriella; Bonfiglio, Laura",,,,RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA,MAR 2007,2007,113,1,,,,127,138,,,,,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0
"Style, controls, and timing of fold-and-thrust deformation of the Jago stock, northeastern Brooks Range, Alaska","Peapples, PR; Wallace, WK; Hanks, CL; OSullivan, PB; Layer, PW",,,,CANADIAN JOURNAL OF EARTH SCIENCES,JUL 1997,1997,34,7,,,,992,1007,,10.1139/e17-082,,,7,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0
"OBSERVATIONS ON THE PINEAL-GLAND OF THE BIG BROWN BAT, EPTESICUS-FUSCUS - POSSIBLE CORRELATION OF MELANIN INTENSIFICATION WITH CONSTANT DARKNESS","BHATNAGAR, KP; HILTON, FK",,,,ANATOMICAL RECORD,NOV 1994,1994,240,3,,,,367,376,,10.1002/ar.1092400309,,,7,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Traceability the provenience of cultivated Paris polyphylla Smith var. yunnanensis using ATR-FTIR spectroscopy combined with chemometrics,"Wu, Xue-Mei; Zhang, Qing-Zhi; Wang, Yuan-Zhong",,,,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,APR 5 2019,2019,212,,,,,132,145,,10.1016/j.saa.2019.01.008,,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
Bat Caliciviruses and Human Noroviruses Are Antigenically Similar and Have Overlapping Histo-Blood Group Antigen Binding Profiles,"Kocher, Jacob F.; Lindesmith, Lisa C.; Debbink, Kari; Beall, Anne; Mallory, Michael L.; Yount, Boyd L.; Graham, Rachel L.; Huynh, Jeremy; Gates, J. Edward; Donaldson, Eric F.; Baric, Ralph S.",,,,MBIO,MAY-JUN 2018,2018,9,3,,,,,,e00869-18,10.1128/mBio.00869-18,,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Genetic dissection of Sharka disease tolerance in peach (P. persica L. Batsch),"Cirilli, Marco; Rossini, Laura; Geuna, Filippo; Palmisano, Francesco; Minafra, Angelantonio; Castrignano, Tiziana; Gattolin, Stefano; Ciacciulli, Angelo; Babini, Anna Rosa; Liverani, Alessandro; Bassi, Daniele",,,,BMC PLANT BIOLOGY,NOV 3 2017,2017,17,,,,,,,192,10.1186/s12870-017-1117-0,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
"Seasonal Fluctuations of Astrovirus, But Not Coronavirus Shedding in Bats Inhabiting Human-Modified Tropical Forests","Seltmann, Anne; Corman, Victor M.; Rasche, Andrea; Drosten, Christian; Czirjak, Gabor A.; Bernard, Henry; Struebig, Matthew J.; Voigt, Christian C.",,,,ECOHEALTH,JUN 2017,2017,14,2,,,,272,284,,10.1007/s10393-017-1245-x,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0
A genome-wide BAC-end sequence survey provides first insights into sweetpotato (Ipomoea batatas (L.) Lam.) genome composition,"Si, Zengzhi; Du, Bing; Huo, Jinxi; He, Shaozhen; Liu, Qingchang; Zhai, Hong",,,,BMC GENOMICS,NOV 21 2016,2016,17,,,,,,,945,10.1186/s12864-016-3302-1,,,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0
Occurrence of diapause in neotropical parasitoids attacking Anastrepha fraterculus (Diptera: Tephritidae) in a subtropical rainforest from Argentina,"Ovruski, Sergio M.; Schliserman, Pablo; Aluja, Martin",,,,AUSTRAL ENTOMOLOGY,AUG 2016,2016,55,3,,,,274,283,,10.1111/aen.12179,,,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0
Fur seal activity moderates the effects of an Australian marine sanctuary on temperate reef fish,"Kelaher, Brendan P.; Tan, Melissa; Figueira, Will F.; Gillanders, Bronwyn M.; Connell, Sean D.; Goldsworthy, Simon D.; Hardy, Natasha; Coleman, Melinda A.",,,,BIOLOGICAL CONSERVATION,FEB 2015,2015,182,,,,,205,214,,10.1016/j.biocon.2014.12.011,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0
THE IMPACT OF SEA WATER IMMERSION ON THE VIABILITY OF PSAMMOPHILOUS SPECIES LEYMUS RACEMOSUS SUBSP SABULOSUS AND AMMOPHILA ARENARIA,"Vergiev, Stoyan; Filipova-Marinova, Mariana; Trifonova, Ekaterina; Kotsev, Iliyan; Pavlov, Danail",,,,COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES,2013,2013,66,2,,,,211,216,,,,,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0
Odorant-induced Responses Recorded from Olfactory Receptor Neurons using the Suction Pipette Technique,"Saidu, Samsudeen Ponissery; Dibattista, Michele; Matthews, Hugh R.; Reisert, Johannes",,,,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,APR 2012,2012,,62,,,,,,e3862,10.3791/3862,,,6,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0
A technique for rapidly quantifying mammal hair morphology for zoological research,"Davis, Andrew K.",,,,FOLIA ZOOLOGICA,JUL 2010,2010,59,2,,,,87,92,,,,,6,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0
Introduction: Lifespans and Pathologies Present at Death in Laboratory Animals,"Wolf, Norman S.; Austad, Steven",,,"Wolf, NS",COMPARATIVE BIOLOGY OF AGING,2010,2010,,,,,,1,26,,10.1007/978-90-481-3465-6_1,,,6,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0
Roadside foraging by kangaroo rats in a grazed short-grass prairie landscape,"Stapp, Paul; Lindquist, Mark D.",,,,WESTERN NORTH AMERICAN NATURALIST,JUL 2007,2007,67,3,,,,368,377,,10.3398/1527-0904(2007)67[368:RFBKRI]2.0.CO;2,,,6,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0
Road rage and RS2477: Judicial and administrative responsibility for resolving road claims on public lands,"Birdsong, BC",,,,HASTINGS LAW JOURNAL,FEB 2005,2005,56,3,,,,523,+,,,,,6,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
Baby pangolins on my plate: possible lessons to learn from the COVID-19 pandemic,"Volpato, Gabriele; Fontefrancesco, Michele F.; Gruppuso, Paolo; Zocchi, Dauro M.; Pieroni, Andrea",,,,JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE,APR 21 2020,2020,16,1,,,,,,19,10.1186/s13002-020-00366-4,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"COVID-19: animals, veterinary and zoonotic links","Tiwari, Ruchi; Dhama, Kuldeep; Sharun, Khan; Iqbal Yatoo, Mohd.; Malik, Yashpal Singh; Singh, Rajendra; Michalak, Izabela; Sah, Ranjit; Bonilla-Aldana, D. Katterine; Rodriguez-Morales, Alfonso J.",,,,VETERINARY QUARTERLY,JAN 1 2020,2020,40,1,,,,169,182,,10.1080/01652176.2020.1766725,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
A roadmap for survey designs in terrestrial acoustic monitoring,"Moreira Sugai, Larissa Sayuri; Desjonqueres, Camille; Freire Silva, Thiago Sanna; Llusia, Diego",,,,REMOTE SENSING IN ECOLOGY AND CONSERVATION,,2019,,,,,,,,,10.1002/rse2.131,,,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Impacts of onshore wind energy production on birds and bats: recommendations for future life cycle impact assessment developments,"Laranjeiro, Tiago; May, Roel; Verones, Francesca",,,,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,OCT 2018,2018,23,10,,,,2007,2023,,10.1007/s11367-017-1434-4,,,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"Hotspots and main drivers of fecal pollution in Neusiedler See, a large shallow lake in Central Europe","Hatvani, Istvan G.; Kirschner, Alexander K. T.; Farnleitner, Andreas H.; Tanos, Peter; Herzig, Alois",,,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,OCT 2018,2018,25,29,,,SI,28884,28898,,10.1007/s11356-018-2783-7,,,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
