"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"1032",1223,1223,1483,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Myotis siligorensis","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Phayao","Cave 2",NA,NA,"2006",NA,"",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis siligorensis","VESPERTILIONIDAE"
"1033",1224,1224,1484,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,4,0,0,"Myotis siligorensis","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Ratchaburi","Cave 5",NA,NA,"2006",NA,"",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis siligorensis","VESPERTILIONIDAE"
"1034",1225,1225,1485,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Myotis siligorensis","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006",NA,"",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis siligorensis","VESPERTILIONIDAE"
"1035",1226,1226,1486,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Myotis siligorensis","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006",NA,"",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis siligorensis","VESPERTILIONIDAE"
"1036",1227,1227,1487,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Myotis siligorensis","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 26",NA,NA,"2008",NA,"",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","urinary","tissue",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis siligorensis","VESPERTILIONIDAE"
"1037",1229,1229,1489,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006",NA,"",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1038",1230,1230,1490,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006",NA,"",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1039",1232,1232,1492,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lagarde, Averyon","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1040",1233,1233,1493,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Dions, Gard","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1041",1235,1235,1495,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Olesa de Bonesvalls","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1042",1237,1237,1497,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,8,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Malgrat de Mar","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1043",1238,1238,1498,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Les","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1044",1240,1240,1500,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Palma, Majorque","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1045",1241,1241,1501,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,7,0,0,"Miniopterus meghrebensis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Morocco","N","Ifri'N Caid","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus maghrebensis","MINIOPTERIDAE"
"1046",1244,1244,1504,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,7,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1047",1245,1245,1505,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lapanouse, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1048",1247,1247,1507,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pantchateau, Loire-Atlantique","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1049",1249,1249,1509,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pluherlin, Morbihan, Bretagne","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1050",1251,1251,1511,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Morocco","N","Ifri'N Caid","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1051",1252,1252,1512,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,4,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Inca, Majorque","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1052",1254,1254,1514,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Ferreries, Minorque","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1053",1256,1256,1516,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,8,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus hipposideros","RHINOLOPHIDAE"
"1054",1257,1257,1517,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lagarde, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus hipposideros","RHINOLOPHIDAE"
"1055",1258,1258,1518,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,3,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lapanouse, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus hipposideros","RHINOLOPHIDAE"
"1056",1259,1259,1519,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Barbastella barbastellus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pluherin, Morbihan, Bretagne","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Barbastella barbastellus","VESPERTILIONIDAE"
"1057",1261,1261,1521,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lacalm, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","VESPERTILIONIDAE"
"1058",1262,1262,1522,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Senet","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","VESPERTILIONIDAE"
"1059",1263,1263,1523,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Eptesicus isabellinus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Tunisia","N","Zaghouan","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus isabellinus","VESPERTILIONIDAE"
"1060",1264,1264,1524,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Oliete","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus savii","VESPERTILIONIDAE"
"1061",1265,1265,1525,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis alcathoe","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lagarde, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis alcathoe","VESPERTILIONIDAE"
"1062",1266,1266,1526,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis alcathoe","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Batere, Pyrenees-Orientales","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis alcathoe","VESPERTILIONIDAE"
"1063",1267,1267,1527,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii","VESPERTILIONIDAE"
"1064",1268,1268,1528,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,9,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pontchateau, Loire-Atlantique","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii","VESPERTILIONIDAE"
"1065",1269,1269,1529,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Batere, Pyrenees-Orientales","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii","VESPERTILIONIDAE"
"1066",1270,1270,1530,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Creissels","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii","VESPERTILIONIDAE"
"1067",1271,1271,1531,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,4,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Les","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii","VESPERTILIONIDAE"
"1068",1272,1272,1532,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Os de Balaguer","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii","VESPERTILIONIDAE"
"1069",1273,1273,1533,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,6,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Dions, Gard","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis capaccinii","VESPERTILIONIDAE"
"1070",1274,1274,1534,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Cantoin, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis capaccinii","VESPERTILIONIDAE"
"1071",1276,1276,1536,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Olesa de Bonesvalls","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis capaccinii","VESPERTILIONIDAE"
"1072",1279,1279,1539,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,4,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Dions, Gard","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis daubentonii","VESPERTILIONIDAE"
"1073",1281,1281,1541,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Cruejouls, Auvergne","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis daubentonii","VESPERTILIONIDAE"
"1074",1282,1282,1542,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Les","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis daubentonii","VESPERTILIONIDAE"
"1075",1283,1283,1543,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,7,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","VESPERTILIONIDAE"
"1076",1284,1284,1544,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,4,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lagarde, Aveyron","",NA,NA,"",2008,"",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis emarginatus","VESPERTILIONIDAE"
