UniqueID,Field 25,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,Primers,gene_targets,Terminal sampling?,tissue,country,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
1195,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,8,0,0,Myotis punicus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,"Grotta sa Rocca Ulari (Borutta), Galleria Casteldoria (S.M Coghinas), Tilipera (Bonorva)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1196,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,6,0,0,Myotis punicus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,Italy,Sardinia,"Grotta sa Rocca Ulari (Borutta), Galleria Casteldoria (S.M Coghinas), Tilipera (Bonorva)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1197,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,3,0,0,Myotis capaccinii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,skin swab,Italy,Sardinia,"Galleria Casteldoria (S.M Coghinas), Grotta Verde (Alghero)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1198,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,4,0,0,Myotis capaccinii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,"Galleria Casteldoria (S.M Coghinas), Grotta Verde (Alghero)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1199,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,3,0,0,Myotis capaccinii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,Italy,Sardinia,"Galleria Casteldoria (S.M Coghinas), Grotta Verde (Alghero)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1200,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,3,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,skin swab,Italy,Sardinia,"Galleria Casteldoria (S.M Coghinas), Mularza Noa (Bolotana)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1201,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,2,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,"Galleria Casteldoria (S.M Coghinas), Mularza Noa (Bolotana)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1202,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,2,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,Italy,Sardinia,"Galleria Casteldoria (S.M Coghinas), Mularza Noa (Bolotana)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1203,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Plecotus sardus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,Diga S. Chiara (Ula-Tirso),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1204,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Hypsugo savii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,skin swab,Italy,Sardinia,"Monte Corallinu (Doragali),Mularza Noa (Bolotana)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1205,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Hypsugo savii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,"Monte Corallinu (Doragali),Mularza Noa (Bolotana)",,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1206,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,2,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,skin swab,Italy,Sardinia,Tilipera (Bonorva),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1207,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,Italy,Sardinia,Mularza Noa (Bolotana),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1208,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,skin swab,Italy,Sardinia,Belvi,,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1209,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,Belvi,,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1210,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,1,1,Plecotus auritus,betacoronavirus ,Sarbecovirus,,SarBatCov1,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,Italy,Sardinia,Belvi,,,,2015,November,2016,November,,,"Y, Female","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,6/24/2021 1:38pm
1211,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,Grotta Verde (Alghero),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1212,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,skin swab,Italy,Sardinia,Mularza Noa (Bolotana),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1213,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,Mularza Noa (Bolotana),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1214,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Eptesicus serotinus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,Italy,Sardinia,Grotta Verde (Alghero),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1215,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Tadarida teniotis,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,skin swab,Italy,Sardinia,Grotta Verde (Alghero),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1216,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,0,0,Tadarida teniotis,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,oral swab,Italy,Sardinia,Grotta Verde (Alghero),,,,2015,November,2016,November,,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,7/19/2021 11:14am
1217,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,1,1,1,Tadarida teniotis,betacoronavirus ,Sarbecovirus,,SarBatCov1,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,Italy,Sardinia,Grotta Verde (Alghero),,,,2015,November,2016,November,,,"Y, Female","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,6/24/2021 1:38pm
1218,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,3,1,0.333333,Rhinolophus euryale,betacoronavirus ,Sarbecovirus,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"31 (positive), 32",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,Binqi Chen,4/18/2021 4:07pm
1219,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,12,1,0.083333,Rhinolophus ferrumequinum,alphacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"1, 2 (positive), 4, 26, 40",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,Binqi Chen,4/18/2021 4:07pm
1220,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,3,1,0.333333,Rhinolophus hipposideros,alphacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,2 (positive),,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,Binqi Chen,4/18/2021 4:07pm
1221,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,13,0,0,Barbastella barbastellus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"3, 12, 21, 30, 34, 40, 42",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1222,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,7,0,0,Eptesicus serotinus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"3, 11, 21, 42 ",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1223,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,15,0,0,Miniopterus schreibersii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"1, 3, 19",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1224,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,16,0,0,Myotis alcathoe,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"16, 18, 19, 21, 27, 28, 29, 30, 35, 36, 40",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1225,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,125,0,0,Myotis bechsteinii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"2, 3, 4, 8, 13, 12, 14, 15, 17, 19, 22, 29, 30, 21, 35, 36, 43",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1226,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,3,0,0,Myotis brandtii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"7, 8, 45",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1227,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,11,0,0,Myotis dasycneme,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"2, 3, 37",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1228,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,81,1,0.012346,Myotis daubentonii,alphacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"1 (positive), 2, 3, 4, 12, 13, 14, 15, 17, 18, 21, 22, 25, 27, 31, 33, 34, 37, 38, 40, 41, 43, 44",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,Binqi Chen,4/18/2021 4:07pm
1229,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,5,0,0,Myotis emarginatus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"14, 22, 35, 38",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1230,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,29,1,0.034483,Myotis myotis,alphacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"1, 3, 4, 6, 10, 12, 13, 14 (positive), 24, 42, 45",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,Binqi Chen,4/18/2021 4:07pm
1231,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,1,0,0,Myotis mystacinus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,9,,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1232,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,37,1,0.027027,Myotis nattereri,alphacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"3, 4 (positive), 10, 12, 13, 14, 15, 21, 31, 35",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,Binqi Chen,4/18/2021 4:07pm
1233,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,10,0,0,Myotis blythii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"3, 4, 12, 13, 14, 23",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1234,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,6,0,0,Nyctalus leisleri,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"19, 20, 21, 28",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1235,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,14,0,0,Nyctalus noctula,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"3, 13, 19, 21, 22, 28, 39",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1236,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,3,0,0,Pipistrellus nathusii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"7, 20",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1237,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,12,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"3, 19, 27, 28, 36, 42",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1238,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,6,2,0.333333,Pipistrellus pygmaeus,alphacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"6, 19, 44 (positive)",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,Binqi Chen,4/18/2021 4:07pm
1239,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,29,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"3, 4, 5, 10, 11, 12, 13, 14, 15, 22, 28, 42",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1240,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,3,0,0,Plecotus austriacus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,"9, 10, 42",,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1241,"""molecular survey of rna viruses in hungarian bats: discovering novel astroviruses, coronaviruses, and caliciviruses""",Kemenesi et al.,Vector Borne Zoonotic Dis,2014,3,0,0,Vespertilio murinus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,"RT-PCR,semi-nested RT-PCR,nested RT-PCR",multiple,,RdRp,,faeces,Hungary,,28,,,,2012,,2013,,,,N,"Y, natural foraging habitats","Yes, AstV, CoV, CalV",,VERENA Admin,6/24/2021 1:39pm
1242,"""new alphacoronavirus in mystacina tuberculata bats, new zealand""",Hall et al.,Emerg Infect Dis,2014,4,4,1,Mystacina tuberculata,alphacoronavirus,,,Mystacina bat CoV/New Zealand/2013,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,guano,New Zealand,Whenua hou,,167°38′E,46°47′S,,2008,,2013,,,,N,"Y, undisturbed",N,,VERENA Admin,6/16/2021 6:28pm
1243,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,57,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,lung,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
1244,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,40,0,0,Pipistrellus pipistrellus,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,intestines,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
1245,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,19,0,0,Pipistrellus nathusii,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,lung,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
1246,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,13,0,0,Pipistrellus nathusii,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,intestines,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
1247,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,3,0,0,Myotis daubentonii,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,lung,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
1248,no evidence of coronavirus infection by reverse transcriptase-pcr in bats in belgium,Van Gucht et al.,J Wildl Dis,2014,5,0,0,Plecotus auritus,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,"E, RdRp",,lung,Belgium,,"80% dead near homes, 20% dead in animal rescue centers",,,,2008,,2013,,,,N,"Y, dead near homes, rescue centers",N,,VERENA Admin,7/19/2021 11:16am
