UniqueID,title,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_genus_notes,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,gene_targets,Terminal sampling?,tissue,country,country_hemisphere,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,sample_season_simplified,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
1108,"""longitudinal surveillance of betacoronaviruses in fruit bats in yunnan province, china during 2009-2016""",Luo et al.,Virol Sin,2018,42,28,0.666667,Rousettus leschenaultia,betacoronavirus ,,,,BatCoV HKU9,repeat,longitudinal,RNA,RT-PCR,single,RdRp,,anal swabs/faecal samples,China,N,Yunnan,Chuxiong,,,2013,,,,,,Year,,N,N,N,,VERENA Admin,4/12/2022 2:18pm
1112,"""longitudinal surveillance of betacoronaviruses in fruit bats in yunnan province, china during 2009-2016""",Luo et al.,Virol Sin,2018,50,4,0.080000,Rousettus leschenaultia,betacoronavirus ,,,,BatCoV HKU9,repeat,longitudinal,RNA,RT-PCR,single,RdRp,,anal swabs/faecal samples,China,N,Yunnan,Mengla,,,2014,,,,,,Year,,N,N,N,,VERENA Admin,4/12/2022 2:18pm
1114,"""longitudinal surveillance of betacoronaviruses in fruit bats in yunnan province, china during 2009-2016""",Luo et al.,Virol Sin,2018,114,1,0.008772,Rousettus leschenaultia,betacoronavirus ,,,,BatCoV HKU9,repeat,longitudinal,RNA,RT-PCR,single,RdRp,,anal swabs/faecal samples,China,N,Yunnan,Chuxiong,,,2014,,,,,,Year,,N,N,N,,VERENA Admin,4/12/2022 2:18pm
1116,"""longitudinal surveillance of betacoronaviruses in fruit bats in yunnan province, china during 2009-2016""",Luo et al.,Virol Sin,2018,57,5,0.087719,Rousettus spp,betacoronavirus ,,,,BatCoV HKU9,repeat,longitudinal,RNA,RT-PCR,single,RdRp,,anal swabs/faecal samples,China,N,Yunnan,Mengla,,,2015,,,,,,Year,,N,N,N,,VERENA Admin,4/12/2022 2:18pm
1117,"""longitudinal surveillance of betacoronaviruses in fruit bats in yunnan province, china during 2009-2016""",Luo et al.,Virol Sin,2018,57,3,0.052632,Eonycteris spelaea,betacoronavirus ,,,,BatCoV GCCDC1,repeat,longitudinal,RNA,RT-PCR,single,RdRp,,anal swabs/faecal samples,China,N,Yunnan,Mengla,,,2015,,,,,,Year,,N,N,N,,VERENA Admin,4/12/2022 2:19pm
1118,"""longitudinal surveillance of betacoronaviruses in fruit bats in yunnan province, china during 2009-2016""",Luo et al.,Virol Sin,2018,53,1,0.018868,Rousettus spp,betacoronavirus ,,,,BatCoV HKU9,repeat,longitudinal,RNA,RT-PCR,single,RdRp,,anal swabs/faecal samples,China,N,Yunnan,Mengla,,,2016,,,,,,Year,,N,N,N,,VERENA Admin,4/12/2022 2:19pm
1119,"""longitudinal surveillance of betacoronaviruses in fruit bats in yunnan province, china during 2009-2016""",Luo et al.,Virol Sin,2018,53,10,0.188679,Eonycteris spelaea,betacoronavirus ,,,,BatCoV GCCDC1,repeat,longitudinal,RNA,RT-PCR,single,RdRp,,anal swabs/faecal samples,China,N,Yunnan,Mengla,,,2016,,,,,,Year,,N,N,N,,VERENA Admin,4/12/2022 2:19pm
1125,"""mers-related betacoronavirus in vespertilio superans bats, china""",Yang Li et al.,Emerg Infect Dis,2014,32,5,0.156250,Vespertilio superans,betacoronavirus ,,Merbecovirus,,Bat SL-CoV WIV16,single,cross-sectional,RNA,RT-PCR,single,RdRp,,anal swab,China,N,,Southwest China,,,2013,,June,,June,Summer,Summer,,N,N,N,,VERENA Admin,4/12/2022 2:19pm
1127,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,29,0,0.000000,Taphozous perforates,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Bisha,Bisha ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1128,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,25,1,0.040000,Taphozous perforates,betacoronavirus ,,Merbecovirus,,MERS EMC/2012,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Bisha ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
2920,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,25,1,0.040000,Taphozous perforates,alphacoronavirus,,,,bovine respiratory CoV or Kenya bat CoV BtKY86,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Bisha ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1129,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,8,0,0.000000,Taphozous perforates,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,urine,Saudi Arabia,N,Bisha,Bisha ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1130,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,22,0,0.000000,Taphozous perforates,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,serum,Saudi Arabia,N,Bisha,Bisha ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1131,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,10,1,0.100000,Taphozous perforates,alphacoronavirus,,,,bovine respiratory CoV or Kenya bat CoV BtKY86,single,cross-sectional,RNA,PCR,single,RdRp,,roost feces,Saudi Arabia,N,Bisha,Bisha ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1132,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,25,0,0.000000,Eidolon helvum,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1133,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,25,1,0.040000,Eidolon helvum,betacoronavirus ,,,,Eidolon bat CoV HKU1,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
2921,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,25,4,0.160000,Eidolon helvum,alphacoronavirus,,,,Kenya bat CoV BtKY86,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1134,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,13,0,0.000000,Eidolon helvum,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,urine,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1135,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,19,0,0.000000,Eidolon helvum,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,serum,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1136,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,3,0,0.000000,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1137,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,3,0,0.000000,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1138,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,1,0,0.000000,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,urine,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1139,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,2,0,0.000000,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,serum,Saudi Arabia,N,Bisha,Bisha town center,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1140,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,36,0,0.000000,Rhinopoma hardwickii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Bisha,Naqi and Old Naqi,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1141,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,35,0,0.000000,Rhinopoma hardwickii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Naqi and Old Naqi,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1142,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,4,0,0.000000,Rhinopoma hardwickii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,urine,Saudi Arabia,N,Bisha,Naqi and Old Naqi,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1143,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,15,0,0.000000,Rhinopoma hardwickii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,roost feces,Saudi Arabia,N,Bisha,Naqi and Old Naqi,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1144,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,1,0,0.000000,Rhinopoma microphyllum,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Bisha,Old Naqi,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1145,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,1,0,0.000000,Rhinopoma microphyllum,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Old Naqi,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1146,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,1,0,0.000000,Eptesicus bottae,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Bisha,Bisha Ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1147,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,1,0,0.000000,Eptesicus bottae,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Bisha Ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1148,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,1,0,0.000000,Eptesicus bottae,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,urine,Saudi Arabia,N,Bisha,Bisha Ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1149,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,32,0,0.000000,Eptesicus bottae,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,roost feces,Saudi Arabia,N,Bisha,Bisha Ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1150,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,1,0,0.000000,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Bisha,Bisha Ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1151,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,1,0,0.000000,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,fecal pellets,Saudi Arabia,N,Bisha,Bisha Ruins,,,2012,,,,,October,Fall,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1152,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,209,2,0.009569,Rhinopoma hardwickii,betacoronavirus ,,,,canine respiratory CoV,single,cross-sectional,RNA,PCR,single,RdRp,,roost feces,Saudi Arabia,N,Bisha,Greater Bisha area,,,2013,,,,,April,Spring,,N,Y,N,,VERENA Admin,4/25/2022 8:58pm
2962,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,209,90,0.430622,Rhinopoma hardwickii,alphacoronavirus,,,,"canine coronavirus (5), miniopterus bat coronavirus (2), chaerephron bat coronavirus (84)",single,cross-sectional,RNA,PCR,single,RdRp,,roost feces,Saudi Arabia,N,Bisha,Greater Bisha area,,,2013,,,,,April,Spring,,N,Y,N,,VERENA Admin,4/25/2022 8:56pm
1153,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,203,0,0.000000,Taphozous perforates,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,roost feces,Saudi Arabia,N,Bisha,Bisha Ruins,,,2013,,,,,April,Spring,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1154,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,9,0,0.000000,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Unaizah,Greater Unaizah area,,,2013,,,,,April,Spring,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1155,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,263,126,0.479087,Pipistrellus kuhlii,alphacoronavirus,,,,"P.kuh-Spain (69), canine coronavirus (3), P.pyg/Germany (37), HCoV NL63 (1), Rousettus CoV HKU10 (2), porcine epidemic diarrhea virus (11), Cardioderma CoV (2), Hipposideros CoV HKU10 (1)",single,cross-sectional,RNA,PCR,single,RdRp,,roost feces,Saudi Arabia,N,Unaizah,Greater Unaizah area,,,2013,,,,,April,Spring,,N,Y,N,,VERENA Admin,4/25/2022 9:00pm
1156,"""middle east respiratory syndrome coronavirus in bats, saudi arabia""",Memish et al.,Emerg Infect Dis,2013,5,0,0.000000,Pipistrellus kuhlii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,PCR,single,RdRp,,throat swab,Saudi Arabia,N,Riyadh,Greater Riyadh area,,,2013,,,,,April,Spring,,N,Y,N,,VERENA Admin,4/12/2022 2:19pm
1159,"""molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses""",Waruhiu et al.,Virol Sin,2017,14,1,0.071429,Eidolon helvum,genus not specified,"From phylogeny, likely a betacov (b/c all other Eidolon strains are betacovs), although no strain/sequencing information to confirm; probably HKU-9 related",,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faecal samples,Kenya,N,Monbasa,,,,,2012,November,2015,November,,Year,,N,"Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus",,VERENA Admin,4/26/2022 2:32pm
1160,"""molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses""",Waruhiu et al.,Virol Sin,2017,33,2,0.060606,Hipposideros caffer,alphacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faecal samples,Kenya,N,Taita,,,,,2012,November,2015,November,,Year,,N,"Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus",,VERENA Admin,4/26/2022 2:30pm
1164,"""molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses""",Waruhiu et al.,Virol Sin,2017,150,22,0.146667,Otomops martiensseni,alphacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faecal samples,Kenya,N,Kajiado,,,,,2012,November,2015,November,,Year,,N,"Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus",,VERENA Admin,4/26/2022 2:31pm
1165,"""molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses""",Waruhiu et al.,Virol Sin,2017,185,4,0.021622,Eidolon helvum,genus not specified,"From phylogeny, likely a betacov (b/c all other Eidolon strains are betacovs), although no strain/sequencing information to confirm; probably HKU-9 related",,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faecal samples,Kenya,N,Kisii,,,,,2012,November,2015,November,,Year,,N,"Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus",,VERENA Admin,4/26/2022 2:34pm
3000,"""molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses""",Waruhiu et al.,Virol Sin,2017,185,16,0.086486,Eidolon helvum,betacoronavirus ,,,,HKU9-related,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faecal samples,Kenya,N,Kisii,,,,,2012,November,2015,November,,Year,,N,"Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus",,VERENA Admin,4/26/2022 2:34pm
1167,"""molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses""",Waruhiu et al.,Virol Sin,2017,25,1,0.040000,Eidolon helvum,betacoronavirus ,,,,HKU9-related,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faecal samples,Kenya,N,Vihiga,,,,,2012,November,2015,November,,Year,,N,"Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus",,VERENA Admin,4/26/2022 2:34pm
1168,"""molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses""",Waruhiu et al.,Virol Sin,2017,45,0,0.000000,Eidolon helvum,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faecal samples,Kenya,N,Kisumu,,,,,2012,November,2015,November,,Year,,N,"Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus",,VERENA Admin,4/12/2022 2:19pm
1169,"""molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses""",Waruhiu et al.,Virol Sin,2017,75,0,0.000000,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faecal samples,Kenya,N,Trans-Nzoia,,,,,2012,November,2015,November,,Year,,N,"Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus",,VERENA Admin,4/12/2022 2:19pm
1174,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,2,0,0.000000,Cynopterus sphinx,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1175,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,13,0,0.000000,Hipposideros armiger,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1176,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,18,0,0.000000,Hipposideros pomona,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1177,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,51,1,0.019608,Miniopterus magnater,alphacoronavirus,,,,Bat-CoV HKU7,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,New territories,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1178,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,25,4,0.160000,Miniopterus pusillus,alphacoronavirus,,,,Bat-CoV HKU8 (n=1) and previously reported virus (n=3),pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,New territories,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1179,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,8,0,0.000000,Myotis chinensis,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,New territories,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1180,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,23,1,0.043478,Myotis ricketti,alphacoronavirus,,,,Bat-Cov HKU6,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1181,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,7,0,0.000000,Nyctalus noctula,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,New territories,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1182,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,14,4,0.285714,Pipistrellus abramus,betacoronavirus ,,,,Bat-Cov HKU5,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1183,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,7,0,0.000000,Rhinolophus affiinus,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,New territories,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1184,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,118,2,0.016949,Rhinolophus sinicus,alphacoronavirus,,,,Bat-CoV HKU2,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,"New territories, Hong Kong Island",,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/25/2022 2:47pm
2992,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,118,21,0.177966,Rhinolophus sinicus,betacoronavirus ,,,,Bat-SARS-CoV,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,New territories,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/25/2022 2:48pm
1185,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,2,0,0.000000,Rousettus lechenaulti,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1186,molecular diversity of coronaviruses in bats,Woo et al.,Virology,2006,21,4,0.190476,Tyloncyteris pachypus,betacoronavirus ,,,,Bat-CoV HKU4,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,"anal swab,nasopharyngeal swabs",China,N,Hong Kong,New territories,,,,2004,April,2005,July,,Year,,N,"Y, rural areas",N,,VERENA Admin,4/12/2022 2:19pm
1187,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,2,0,0.000000,Rhinolophus mehelyi,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,,skin swab,Italy,N,Sardinia,Grotta sa Rocca Ulari (Borutta),,,,2015,November,2016,November,,Year,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,4/12/2022 2:19pm
1188,molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny,Lecis et al.,Virus Genes,2019,2,0,0.000000,Rhinolophus mehelyi,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Italy,N,Sardinia,Grotta sa Rocca Ulari (Borutta),,,,2015,November,2016,November,,Year,,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts",N,,VERENA Admin,4/12/2022 2:19pm
