"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","species_for_reader"
"1053",1159,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,14,1,0.071429,"Eidolon helvum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Monbasa","","NA","NA","","2012","November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Eidolon helvum"
"1054",1160,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,33,2,0.060606,"Hipposideros caffer","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Taita","","NA","NA","","2012","November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Hipposideros caffer"
"1055",1164,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,150,22,0.146667,"Otomops martiensseni","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Kajiado","","NA","NA","","2012","November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Otomops martiensseni"
"1056",1165,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,185,20,0.108108,"Eidolon helvum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Kisii","","NA","NA","","2012","November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Eidolon helvum"
"1057",1167,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,25,1,0.04,"Eidolon helvum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Vihiga","","NA","NA","","2012","November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Eidolon helvum"
"1058",1168,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,45,0,0,"Eidolon helvum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Kisumu","","NA","NA","","2012","November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Eidolon helvum"
"1059",1169,"molecular detection of viruses in kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses","Waruhiu et al.","Virol Sin",2017,75,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faecal samples","Kenya","N","Trans-Nzoia","","NA","NA","","2012","November",2015,"November","","Year",NA,"N","Y, high level of human-bat interaction","Y, Astroviruses, Calicivirus, Coronavirus, Paramyxovirus, Rotavirus","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Rousettus aegyptiacus"
"1060",1174,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,2,0,0,"Cynopterus sphinx","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Cynopterus sphinx"
"1061",1175,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,13,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Hipposideros armiger"
"1062",1176,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,18,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Hipposideros pomona"
"1063",1177,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,51,1,0.019608,"Miniopterus magnater","alphacoronavirus","","","Bat-CoV HKU7","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Miniopterus magnater"
"1064",1178,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,25,4,0.16,"Miniopterus pusillus","alphacoronavirus","","","Bat-CoV HKU8 (n=1) and previously reported virus (n=3)","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Miniopterus pusillus"
"1065",1179,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,8,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Myotis chinensis"
"1066",1180,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,23,1,0.043478,"Myotis ricketti","alphacoronavirus","","","Bat-Cov HKU6","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Myotis pilosus"
"1067",1181,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,7,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Nyctalus noctula"
"1068",1182,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,14,4,0.285714,"Pipistrellus abramus","betacoronavirus ","","","Bat-Cov HKU5","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Pipistrellus abramus"
"1069",1183,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,7,0,0,"Rhinolophus affiinus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Rhinolophus affinis"
"1070",1184,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,118,23,0.194915,"Rhinolophus sinicus","alphacoronavirus and betacoronavirus","","","Bat- CoV HKU2 (n=2), Bat-SARS-CoV (n=21)","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories, Hong Kong Island","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Rhinolophus sinicus"
"1071",1185,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,2,0,0,"Rousettus lechenaulti","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Rousettus leschenaultii"
"1072",1186,"molecular diversity of coronaviruses in bats","Woo et al.","Virology",2006,21,4,0.190476,"Tyloncyteris pachypus","betacoronavirus ","","","Bat-CoV HKU4","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,nasopharyngeal swabs","China","N","Hong Kong","New territories","NA","NA","","2004","April",2005,"July","","Year",NA,"N","Y, rural areas","N","","VERENA Admin","4/12/2022 2:19pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Tylonycteris pachypus"
"1073",1187,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,2,0,0,"Rhinolophus mehelyi","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Rhinolophus mehelyi"
"1074",1188,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,2,0,0,"Rhinolophus mehelyi","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Rhinolophus mehelyi"
"1075",1189,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,3,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta), Galleria Casteldoria (S.M Coghinas), Diga S. Chiara (Ula-Tirso)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Rhinolophus ferrumequinum"
"1076",1190,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,3,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta), Galleria Casteldoria (S.M Coghinas), Diga S. Chiara (Ula-Tirso)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR","Rhinolophus ferrumequinum"
"1077",1191,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,3,1,0.333333,"Rhinolophus ferrumequinum","betacoronavirus ","Sarbecovirus","","SarBatCov1","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta), Galleria Casteldoria (S.M Coghinas), Diga S. Chiara (Ula-Tirso)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, F positive","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Rhinolophus ferrumequinum"
"1078",1192,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,9,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"1079",1193,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,7,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"1080",1194,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,8,0,0,"Myotis punicus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta), Galleria Casteldoria (S.M Coghinas), Tilipera (Bonorva)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Myotis punicus"
"1081",1195,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,8,0,0,"Myotis punicus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta), Galleria Casteldoria (S.M Coghinas), Tilipera (Bonorva)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR","Myotis punicus"
"1082",1196,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,6,0,0,"Myotis punicus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Sardinia","Grotta sa Rocca Ulari (Borutta), Galleria Casteldoria (S.M Coghinas), Tilipera (Bonorva)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Myotis punicus"
"1083",1197,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,3,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Galleria Casteldoria (S.M Coghinas), Grotta Verde (Alghero)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Myotis capaccinii"
"1084",1198,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,4,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Italy","N","Sardinia","Galleria Casteldoria (S.M Coghinas), Grotta Verde (Alghero)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR","Myotis capaccinii"
"1085",1199,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,3,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Sardinia","Galleria Casteldoria (S.M Coghinas), Grotta Verde (Alghero)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Myotis capaccinii"
"1086",1200,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,3,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Galleria Casteldoria (S.M Coghinas), Mularza Noa (Bolotana)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Myotis emarginatus"
"1087",1201,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,2,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Italy","N","Sardinia","Galleria Casteldoria (S.M Coghinas), Mularza Noa (Bolotana)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR","Myotis emarginatus"
"1088",1202,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,2,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Sardinia","Galleria Casteldoria (S.M Coghinas), Mularza Noa (Bolotana)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Myotis emarginatus"
"1089",1203,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,0,0,"Plecotus sardus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Italy","N","Sardinia","Diga S. Chiara (Ula-Tirso)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR","Plecotus sardus"
"1090",1204,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Monte Corallinu (Doragali),Mularza Noa (Bolotana)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Pipistrellus savii"
"1091",1205,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Italy","N","Sardinia","Monte Corallinu (Doragali),Mularza Noa (Bolotana)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR","Pipistrellus savii"
"1092",1206,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,2,0,0,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Tilipera (Bonorva)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Pipistrellus pipistrellus"
"1093",1207,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,0,0,"Pipistrellus kuhlii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Sardinia","Mularza Noa (Bolotana)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Pipistrellus kuhlii"
"1094",1208,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Belvi","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Plecotus auritus"
"1095",1209,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Italy","N","Sardinia","Belvi","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR","Plecotus auritus"
"1096",1210,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,1,1,"Plecotus auritus","betacoronavirus ","Sarbecovirus","","SarBatCov1","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Sardinia","Belvi","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, Female","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Plecotus auritus"
"1097",1211,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,0,0,"Plecotus austriacus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Italy","N","Sardinia","Grotta Verde (Alghero)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR","Plecotus austriacus"
"1098",1212,"molecular identification of betacoronavirus in bats from sardinia (italy): first detection and phylogeny","Lecis et al.","Virus Genes",2019,1,0,0,"Nyctalus leisleri","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"skin swab","Italy","N","Sardinia","Mularza Noa (Bolotana)","NA","NA","","2015","November",2016,"November","","Year",NA,"Y, unclear","Y,  caves, buildings, tunnels, woods, abandoned bridges, and other type of natural roosts","N","","VERENA Admin","4/12/2022 2:19pm","skin swab","1","1","1","1",NA,NA,"No","PCR","Nyctalus leisleri"
