"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1209",1326,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,135,17,0.125926,"Miniopterus schreibersi","alphacoronavirus","","","BtCoV/A773/05, BtCoV/A911/05","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Fujian, Anhui, Guanxi (positives)","15 sites total, 3 sites positive ","NA","NA","","2004","November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","prevalence and genetic diversity of coronaviruses in bats from china","231","prevalence and genetic diversity of coronaviruses in bats from china",0.366857508170309,0.0018450184501845,0.125925925925926,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1215",1332,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,350,3,0.008571,"Rousettus leschenaulti","alphacoronavirus","","bat","Ro-BatCoV HKU10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Guangdong","Positive only in 3/350 of bats in Guangdong, 0/66 bats in Hong Kong","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rousettus leschenaultii","Rousettus leschenaultii","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","232","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0997690722394435,0.000713266761768902,0.00857142857142856,"Rousettus leschenaultii","Rousettus leschenaultii","PTEROPODIDAE"
"1221",1337,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,523,3,0.005736,"Hipposideros pomona","alphacoronavirus","","bat","Hi-BatCoV HKU10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong ","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Hipposideros pomona","Hipposideros pomona","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","233","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0816096622196948,0.000477554918815664,0.00573613766730402,"Hipposideros pomona","Hipposideros pomona","HIPPOSIDERIDAE"
"1223",1338,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,523,37,0.070746,"Hipposideros pomona","alphacoronavirus","","bat","Hi-BatCoV HKU10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong ","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Hipposideros pomona","Hipposideros pomona","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","234","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.270808599153895,0.000477554918815664,0.0707456978967495,"Hipposideros pomona","Hipposideros pomona","HIPPOSIDERIDAE"
"1304",1418,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,10,4,0.4,"Hipposideros armiger","alphacoronavirus","","","Ha AcOV R","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Ratchaburi","Cave 4","NA","NA","2007","","",NA,"","September","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","235","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.693582811197197,0.0238095238095238,0.4,"Hipposideros armiger","Hipposideros armiger","HIPPOSIDERIDAE"
"1373",1488,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Miniopterus schreibersii","alphacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Chiang Rai","Cave 3","NA","NA","2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","oropharyngeal","0","0","0","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","236","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.307739854335194,0.1,0,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1376",1491,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,12,1,0.083333,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","237","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.342045987984463,0.02,0.0833333333333333,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1379",1494,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,9,1,0.111111,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Sant Llorenc Savall","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","238","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.392699081698724,0.0263157894736842,0.111111111111111,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1381",1496,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,6,1,0.166667,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Inca, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","239","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.475769664007905,0.0384615384615385,0.166666666666667,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1384",1499,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,1,1,"Miniopterus schreibersii","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Os de Balaguer","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","240","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",1.17809724509617,0.166666666666667,1,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1387",1502,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,8,1,0.125,"Tadarida teniotis","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","San Pedro, Oliete","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Tadarida teniotis","Tadarida teniotis","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","241","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.415359793871717,0.0294117647058824,0.125,"Tadarida teniotis","Tadarida teniotis","MOLOSSIDAE"
"1388",1503,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,3,1,0.333333,"Rhinolophus euryale","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Morocco","N","Ifri'N Caid","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus euryale","Rhinolophus euryale","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","242","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.654498469497874,0.0714285714285714,0.333333333333333,"Rhinolophus euryale","Rhinolophus euryale","RHINOLOPHIDAE"
"1393",1508,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,3,1,0.333333,"Rhinolophus ferrumequinum","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Batere, Pyrenees-Orientales","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","243","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.654498469497874,0.0714285714285714,0.333333333333333,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1400",1515,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,1,1,"Rhinolophus ferrumequinum","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Llucmajor, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","244","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",1.17809724509617,0.166666666666667,1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1420",1535,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,6,6,1,"Myotis capaccinii","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Llucmajor, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","Unclear if alpha/alpha","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis capaccinii","Myotis capaccinii","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","245","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",1.37699798346731,0.0384615384615385,1,"Myotis capaccinii","Myotis capaccinii","VESPERTILIONIDAE"
"1422",1537,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,1,1,"Myotis capaccinii","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Llimiana","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis capaccinii","Myotis capaccinii","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","246","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",1.17809724509617,0.166666666666667,1,"Myotis capaccinii","Myotis capaccinii","VESPERTILIONIDAE"
"1423",1538,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,6,2,0.333333,"Myotis daubentonii","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lagarde, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","247","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.638833510152697,0.0384615384615385,0.333333333333333,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"1425",1540,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,20,1,0.05,"Myotis daubentonii","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pontchateau, Loire-Atlantique","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","248","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.266857931928527,0.0121951219512195,0.05,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"1439",1554,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,7,4,0.571429,"Myotis myotis","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Malgrat de Mar","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis myotis","Myotis myotis","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","249","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.848568227182968,0.0333333333333333,0.571428571428572,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
"1440",1555,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,1,1,"Myotis myotis","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Les","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis myotis","Myotis myotis","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","250","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",1.17809724509617,0.166666666666667,1,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
"1442",1557,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,2,1,"Myotis myotis","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Os de Balageur","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","Unclear if alpha/alpha","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis myotis","Myotis myotis","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","251","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",1.2630564724597,0.1,1,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
"1445",1560,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,89,12,0.134831,"Myotis myotis","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Llucmajor, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","Unclear if alpha/alpha","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis myotis","Myotis myotis","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","252","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.381825844652616,0.00279329608938547,0.134831460674157,"Myotis myotis","Myotis myotis","VESPERTILIONIDAE"
"1449",1564,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,34,3,0.088235,"Myotis nattereri","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pontchateau, Bretagne","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis nattereri","Myotis nattereri","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","253","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.320989546666204,0.0072463768115942,0.0882352941176471,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"1456",1571,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,1,1,"Myotis punicus","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Tunisia","N","Zaghouan","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis punicus","Myotis punicus","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","254","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",1.17809724509617,0.166666666666667,1,"Myotis punicus","Myotis punicus","VESPERTILIONIDAE"
"1457",1572,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,7,2,0.285714,"Myotis punicus","alphacoronavirus","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Tunisia","N","Zaghouan","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Myotis punicus","Myotis punicus","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","255","sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world",0.591328405712354,0.0333333333333333,0.285714285714286,"Myotis punicus","Myotis punicus","VESPERTILIONIDAE"
"1543",1696,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,6,1,0.166667,"Cynopterus brachyotis","alphacoronavirus","","","HKU10","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal swab","Thailand","N","Chataburi","Ang Aed","NA","NA","2011","","",NA,"","","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","0","0","1","0",NA,NA,"No","PCR",1,"Cynopterus brachyotis","Cynopterus brachyotis","diversity of coronavirus in bats from eastern thailand","256","diversity of coronavirus in bats from eastern thailand",0.475769664007905,0.0384615384615385,0.166666666666667,"Cynopterus brachyotis","Cynopterus brachyotis","PTEROPODIDAE"
"1551",1704,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,79,1,0.012658,"Taphozous melanopogon","alphacoronavirus","","","HKU7","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao","Rad","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Taphozous melanopogon","Taphozous melanopogon","diversity of coronavirus in bats from eastern thailand","257","diversity of coronavirus in bats from eastern thailand",0.135408928648335,0.00314465408805031,0.0126582278481013,"Taphozous melanopogon","Taphozous melanopogon","EMBALLONURIDAE"
"1552",1705,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,40,1,0.025,"Taphozous melanopogon","alphacoronavirus","","","HKU10","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chantaburi","Sarika","NA","NA","2011","","",NA,"","","Winter,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","0","0","1","1",NA,NA,"No","PCR",1,"Taphozous melanopogon","Taphozous melanopogon","diversity of coronavirus in bats from eastern thailand","258","diversity of coronavirus in bats from eastern thailand",0.189757486170069,0.00617283950617284,0.025,"Taphozous melanopogon","Taphozous melanopogon","EMBALLONURIDAE"
"1554",1707,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,121,1,0.008264,"Hipposideros armiger","alphacoronavirus","","","CoV1A/B","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao","Rad","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Hipposideros armiger","Hipposideros armiger","diversity of coronavirus in bats from eastern thailand","259","diversity of coronavirus in bats from eastern thailand",0.109524600418113,0.00205761316872428,0.00826446280991733,"Hipposideros armiger","Hipposideros armiger","HIPPOSIDERIDAE"
"1555",1708,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,121,1,0.008264,"Hipposideros armiger","alphacoronavirus","","","HKU10","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao","Rad","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Hipposideros armiger","Hipposideros armiger","diversity of coronavirus in bats from eastern thailand","260","diversity of coronavirus in bats from eastern thailand",0.109524600418113,0.00205761316872428,0.00826446280991733,"Hipposideros armiger","Hipposideros armiger","HIPPOSIDERIDAE"
"1560",1712,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,159,2,0.012579,"Hipposideros lekaguli","alphacoronavirus","","","CoV1A/B","pooled","longitudinal","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","","2008","",2012,"","","Spring,Summer,Winter",2,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Hipposideros lekaguli","Hipposideros lekaguli","diversity of coronavirus in bats from eastern thailand","261","diversity of coronavirus in bats from eastern thailand",0.124699920783988,0.00156739811912226,0.0125786163522013,"Hipposideros lekaguli","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1561",1713,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,159,6,0.037736,"Hipposideros lekaguli","alphacoronavirus","","","HKU10","pooled","longitudinal","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","","2008","",2012,"","","Spring,Summer,Winter",2,"","","","","VERENA Admin","4/12/2022 2:27pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Hipposideros lekaguli","Hipposideros lekaguli","diversity of coronavirus in bats from eastern thailand","262","diversity of coronavirus in bats from eastern thailand",0.202800683578759,0.00156739811912226,0.0377358490566038,"Hipposideros lekaguli","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1564",1716,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,2,1,0.5,"Megaderma lyra","alphacoronavirus","","","HKU10","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Chachongsao","Rad","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Megaderma lyra","Megaderma lyra","diversity of coronavirus in bats from eastern thailand","263","diversity of coronavirus in bats from eastern thailand",0.785398163397448,0.1,0.5,"Megaderma lyra","Megaderma lyra","MEGADERMATIDAE"
"1565",1718,"diversity of coronavirus in bats from eastern thailand","Wacharapluesadee et al.","Virology Journal",2015,20,1,0.05,"Rhinolophus shamelli","alphacoronavirus","","","HKU10","single","cross-sectional","RNA","broadly reactive heminested RT-PCR","multiple","RdRp ",NA,"faeces or rectal swab","Thailand","N","Srakaew","Chakan","NA","NA","2012","","",NA,"","","Spring,Summer,Winter",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","1","0","1","1",NA,NA,"No","PCR",1,"Rhinolophus shameli","Rhinolophus shameli","diversity of coronavirus in bats from eastern thailand","264","diversity of coronavirus in bats from eastern thailand",0.266857931928527,0.0121951219512195,0.05,"Rhinolophus shameli","Rhinolophus shameli","RHINOLOPHIDAE"
