"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"1240",1354,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,525,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1058","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0218079497323505,0.000475737392959087,0,"Miniopterus schreibersii","Miniopterus schreibersii","VESPERTILIONIDAE"
"1241",1355,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,86,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis chinensis","Myotis chinensis","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1059","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0537088543457695,0.00289017341040462,0,"Myotis chinensis","Myotis chinensis","VESPERTILIONIDAE"
"1242",1356,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,86,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis chinensis","Myotis chinensis","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1060","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0537088543457695,0.00289017341040462,0,"Myotis chinensis","Myotis chinensis","VESPERTILIONIDAE"
"1243",1357,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,7,0,0,"Cynopterus horsfieldii","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Cynopterus horsfieldii","Cynopterus horsfieldii","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1061","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.180683561953354,0.0333333333333333,0,"Cynopterus horsfieldii","Cynopterus horsfieldii","PTEROPODIDAE"
"1244",1358,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,7,0,0,"Cynopterus horsfieldii","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Cynopterus horsfieldii","Cynopterus horsfieldii","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1062","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.180683561953354,0.0333333333333333,0,"Cynopterus horsfieldii","Cynopterus horsfieldii","PTEROPODIDAE"
"1245",1359,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,3,0,0,"Myotis muricola","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis muricola","Myotis muricola","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1063","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.261799387799149,0.0714285714285714,0,"Myotis muricola","Myotis muricola","VESPERTILIONIDAE"
"1246",1360,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,3,0,0,"Myotis muricola","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis muricola","Myotis muricola","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1064","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.261799387799149,0.0714285714285714,0,"Myotis muricola","Myotis muricola","VESPERTILIONIDAE"
"1247",1361,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,175,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis pilosus","Myotis pilosus","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1065","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0377246998988815,0.00142450142450142,0,"Myotis pilosus","Myotis pilosus","VESPERTILIONIDAE"
"1248",1362,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,175,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis pilosus","Myotis pilosus","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1066","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0377246998988815,0.00142450142450142,0,"Myotis pilosus","Myotis pilosus","VESPERTILIONIDAE"
"1249",1363,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,38,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Nyctalus noctula","Nyctalus noctula","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1067","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0804102403372323,0.00649350649350649,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"1250",1364,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,38,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Nyctalus noctula","Nyctalus noctula","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1068","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0804102403372323,0.00649350649350649,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"1251",1365,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,198,0,0,"Pipistrellus abramus","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus abramus","Pipistrellus abramus","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1069","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0354738127216885,0.00125944584382872,0,"Pipistrellus abramus","Pipistrellus abramus","VESPERTILIONIDAE"
"1252",1366,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,198,0,0,"Pipistrellus abramus","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus abramus","Pipistrellus abramus","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1070","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0354738127216885,0.00125944584382872,0,"Pipistrellus abramus","Pipistrellus abramus","VESPERTILIONIDAE"
"1253",1367,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,11,0,0,"Pipistrellus tenuis","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus tenuis","Pipistrellus tenuis","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1071","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.146421385864288,0.0217391304347826,0,"Pipistrellus tenuis","Pipistrellus tenuis","VESPERTILIONIDAE"
"1254",1368,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,11,0,0,"Pipistrellus tenuis","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus tenuis","Pipistrellus tenuis","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1072","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.146421385864288,0.0217391304347826,0,"Pipistrellus tenuis","Pipistrellus tenuis","VESPERTILIONIDAE"
"1255",1369,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,16,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Scotophilus kuhlii","Scotophilus kuhlii","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1073","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.122489331563432,0.0151515151515152,0,"Scotophilus kuhlii","Scotophilus kuhlii","VESPERTILIONIDAE"
"1256",1370,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,16,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Scotophilus kuhlii","Scotophilus kuhlii","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1074","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.122489331563432,0.0151515151515152,0,"Scotophilus kuhlii","Scotophilus kuhlii","VESPERTILIONIDAE"
"1257",1371,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,75,0,0,"Tyloncyteris pachypus","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory swab","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Tylonycteris pachypus","Tylonycteris pachypus","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1075","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0574804602503532,0.0033112582781457,0,"Tylonycteris pachypus","Tylonycteris pachypus","VESPERTILIONIDAE"
"1258",1372,"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","Lau et al.","J Virol",2012,75,0,0,"Tyloncyteris pachypus","alphacoronavirus or betacoronavirus","","bat","HKU-10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong, Guangdong","","NA","NA","","2005","September",2010,"August","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Tylonycteris pachypus","Tylonycteris pachypus","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders","1076","recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",0.0574804602503532,0.0033112582781457,0,"Tylonycteris pachypus","Tylonycteris pachypus","VESPERTILIONIDAE"
"1259",1373,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Craseonycteris thonlongyal","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Khanchanaburi","Cave 27","NA","NA","2008","","",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","0","0","1","0",NA,NA,"No","PCR",1,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","1077","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.261799387799149,0.0714285714285714,0,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","CRASEONYCTERIDAE"
"1260",1374,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Craseonycteris thonlongyal","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 28","NA","NA","2008","","",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","0","0","1","0",NA,NA,"No","PCR",1,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","1078","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.210267167641983,0.0454545454545455,0,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","CRASEONYCTERIDAE"
"1261",1375,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,7,0,0,"Craseonycteris thonlongyal","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Khanchanaburi","Cave 27","NA","NA","2008","","",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","0","0","1","0",NA,NA,"No","PCR",1,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","1079","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.180683561953354,0.0333333333333333,0,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","CRASEONYCTERIDAE"
"1262",1376,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,6,0,0,"Craseonycteris thonlongyal","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 28","NA","NA","2008","","",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","0","0","1","0",NA,NA,"No","PCR",1,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","1080","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.19379834332759,0.0384615384615385,0,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","CRASEONYCTERIDAE"
"1263",1377,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 1","NA","NA","2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","0","0","0","1",NA,NA,"No","PCR",1,"Hipposideros lekaguli","Hipposideros lekaguli","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","1081","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.392699081698724,0.166666666666667,0,"Hipposideros lekaguli","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1264",1378,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 1","NA","NA","2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","0","0","0","1",NA,NA,"No","PCR",1,"Hipposideros lekaguli","Hipposideros lekaguli","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","1082","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.307739854335194,0.1,0,"Hipposideros lekaguli","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1265",1379,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,4,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 1","NA","NA","2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","0","0","0","1",NA,NA,"No","PCR",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","1083","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.231823804500403,0.0555555555555556,0,"Hipposideros larvatus","Hipposideros larvatus","HIPPOSIDERIDAE"
"1266",1380,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 1","NA","NA","2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","0","0","0","1",NA,NA,"No","PCR",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","1084","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory",0.261799387799149,0.0714285714285714,0,"Hipposideros larvatus","Hipposideros larvatus","HIPPOSIDERIDAE"
