"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"716",850,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,5,0,0,"Rhinolophus denti","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","North West","Taung","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus denti","Rhinolophus denti","coronaviruses in south african bats","743","coronaviruses in south african bats",0.210267167641983,0.0454545454545455,0,"Rhinolophus denti","Rhinolophus denti","RHINOLOPHIDAE"
"717",851,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Rhinolophus capensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Labuschagne farm, Louis Trichard","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus capensis","Rhinolophus capensis","coronaviruses in south african bats","744","coronaviruses in south african bats",0.392699081698724,0.166666666666667,0,"Rhinolophus capensis","Rhinolophus capensis","RHINOLOPHIDAE"
"718",852,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Rhinolophus darlingi damarensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","North West","Taung","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus darlingi","Rhinolophus darlingi","coronaviruses in south african bats","745","coronaviruses in south african bats",0.392699081698724,0.166666666666667,0,"Rhinolophus darlingi","Rhinolophus darlingi","RHINOLOPHIDAE"
"719",853,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Rhinolophus landeri","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus landeri","Rhinolophus landeri","coronaviruses in south african bats","746","coronaviruses in south african bats",0.392699081698724,0.166666666666667,0,"Rhinolophus landeri","Rhinolophus landeri","RHINOLOPHIDAE"
"721",855,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,3,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","coronaviruses in south african bats","747","coronaviruses in south african bats",0.261799387799149,0.0714285714285714,0,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"722",856,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,9,0,0,"Scotophilus dinganii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo, North West","Pafuri, Kruger National Park (Limpopo), Kgaswane (North West)","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Scotophilus dinganii","Scotophilus dinganii","coronaviruses in south african bats","748","coronaviruses in south african bats",0.160875277198321,0.0263157894736842,0,"Scotophilus dinganii","Scotophilus dinganii","VESPERTILIONIDAE"
"723",857,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Scotophilus leucogaster","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Scotophilus leucogaster","Scotophilus leucogaster","coronaviruses in south african bats","749","coronaviruses in south african bats",0.307739854335194,0.1,0,"Scotophilus leucogaster","Scotophilus leucogaster","VESPERTILIONIDAE"
"724",858,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Scotophilus viridis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Scotophilus viridis","Scotophilus viridis","coronaviruses in south african bats","750","coronaviruses in south african bats",0.392699081698724,0.166666666666667,0,"Scotophilus viridis","Scotophilus viridis","VESPERTILIONIDAE"
"732",868,"detection of a virus related to betacoronaviruses in italian greater horseshoe bats","Balboni et al.","Epidemiol Infect",2011,11,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","Italy","N","","","NA","NA","2009","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","detection of a virus related to betacoronaviruses in italian greater horseshoe bats","751","detection of a virus related to betacoronaviruses in italian greater horseshoe bats",0.146421385864288,0.0217391304347826,0,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"733",870,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Vesløs - 2 individuals","NA","NA","2013","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","752","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"734",1839,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Vesløs - 2 from nest boxes","NA","NA","2013","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","753","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"740",876,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,5,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2016","","May",NA,"","","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","0","0","1",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","754","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.210267167641983,0.0454545454545455,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"742",878,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2017","","April",NA,"","","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","0","0","1",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","755","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"743",879,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis dasycneme","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2013","","October",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis dasycneme","Myotis dasycneme","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","756","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"744",880,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,6,0,0,"Myotis dasycneme","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2014","","October",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis dasycneme","Myotis dasycneme","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","757","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.19379834332759,0.0384615384615385,0,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"749",885,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,7,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"September","","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis nattereri","Myotis nattereri","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","758","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.180683561953354,0.0333333333333333,0,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"750",886,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Lolland, Agerup forest","NA","NA","2013","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis nattereri","Myotis nattereri","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","759","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"752",888,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2016","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis nattereri","Myotis nattereri","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","760","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"753",889,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,4,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","761","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.231823804500403,0.0555555555555556,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"754",890,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm - 1 individual","NA","NA","2015","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","762","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"755",1840,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Bornholm - 1 from nest box","NA","NA","2015","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","763","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"756",891,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,3,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Bornholm - 3 from next boxes","NA","NA","2016","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","764","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.261799387799149,0.0714285714285714,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"757",892,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2017","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","765","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"758",893,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis mystacinus","Myotis mystacinus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","766","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis mystacinus","Myotis mystacinus","VESPERTILIONIDAE"
"759",894,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2016","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis mystacinus","Myotis mystacinus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","767","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis mystacinus","Myotis mystacinus","VESPERTILIONIDAE"
"760",895,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis brandtii","Myotis brandtii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","768","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis brandtii","Myotis brandtii","VESPERTILIONIDAE"
"761",896,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2015","","April",NA,"","","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","0","0","0","1",NA,NA,"Other","No","No","PCR","genus not specified",1,"Myotis brandtii","Myotis brandtii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","769","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis brandtii","Myotis brandtii","VESPERTILIONIDAE"
"762",897,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm - 2 individual","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Nyctalus noctula","Nyctalus noctula","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","770","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"763",1841,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Bornholm - 2 from nest boxes","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Nyctalus noctula","Nyctalus noctula","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","771","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"766",900,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Pipistrellus pygmaeus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Sorø - from nest boxes","NA","NA","2015","","",NA,"","Summer","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","772","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","VESPERTILIONIDAE"
"768",902,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Pipistrellus pygmaeus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Helsinge - sample from abandoned colony","NA","NA","2015","","September",NA,"October","","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","773","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","VESPERTILIONIDAE"
"769",903,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,3,0,0,"Pipistrellus pygmaeus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Tureby - from colony","NA","NA","2016","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","774","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.261799387799149,0.0714285714285714,0,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","VESPERTILIONIDAE"
"770",904,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Plecotus auritus","Plecotus auritus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","775","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Plecotus auritus","Plecotus auritus","VESPERTILIONIDAE"
"771",905,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Bornholm - from floor ","NA","NA","2015","","September",NA,"October","","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","1","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Plecotus auritus","Plecotus auritus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","776","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Plecotus auritus","Plecotus auritus","VESPERTILIONIDAE"
"774",907,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Sakskøbing - from floor","NA","NA","2017","","June",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","faeces","1","0","0","0",NA,NA,"Other","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","777","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Eptesicus serotinus","Eptesicus serotinus","VESPERTILIONIDAE"
