"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","species_char","family"
"1115",1115,1374,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Craseonycteris thonlongyal","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 28",NA,NA,"2008","","",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Craseonycteris thonglongyai","CRASEONYCTERIDAE"
"1116",1116,1375,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,7,0,0,"Craseonycteris thonlongyal","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Khanchanaburi","Cave 27",NA,NA,"2008","","",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Craseonycteris thonglongyai","CRASEONYCTERIDAE"
"1117",1117,1376,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,6,0,0,"Craseonycteris thonlongyal","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 28",NA,NA,"2008","","",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Craseonycteris thonglongyai","Craseonycteris thonglongyai","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Craseonycteris thonglongyai","CRASEONYCTERIDAE"
"1118",1118,1377,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lekaguli","Hipposideros lekaguli","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1119",1119,1378,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lekaguli","Hipposideros lekaguli","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1120",1120,1379,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,4,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1121",1121,1380,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1122",1122,1381,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1123",1123,1382,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1124",1124,1383,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,6,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1125",1125,1384,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,7,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1126",1126,1385,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1127",1127,1386,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Aselliscus stoliczkanus","Aselliscus stoliczkanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Aselliscus stoliczkanus","HIPPOSIDERIDAE"
"1128",1128,1387,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Aselliscus stoliczkanus","Aselliscus stoliczkanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Aselliscus stoliczkanus","HIPPOSIDERIDAE"
"1129",1129,1388,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Aselliscus stoliczkanus","Aselliscus stoliczkanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Aselliscus stoliczkanus","HIPPOSIDERIDAE"
"1130",1130,1389,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1131",1131,1390,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1132",1132,1391,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1133",1133,1392,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lylei","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lylei","Hipposideros lylei","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lylei","HIPPOSIDERIDAE"
"1134",1134,1393,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lylei","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lylei","Hipposideros lylei","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lylei","HIPPOSIDERIDAE"
"1135",1135,1394,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lylei","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lylei","Hipposideros lylei","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lylei","HIPPOSIDERIDAE"
"1136",1136,1395,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,15,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1137",1137,1396,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,18,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1138",1138,1397,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1139",1139,1398,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Aselliscus stoliczkanus","Aselliscus stoliczkanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Aselliscus stoliczkanus","HIPPOSIDERIDAE"
"1140",1140,1399,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chiang Rai","Cave 3",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Aselliscus stoliczkanus","Aselliscus stoliczkanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Aselliscus stoliczkanus","HIPPOSIDERIDAE"
"1141",1141,1400,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,17,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Ratchaburi","Cave 4",NA,NA,"2006","","",NA,"","June","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1142",1142,1401,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,7,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","repeat","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Ratchaburi","Cave 4",NA,NA,"2006","","",NA,"","June","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1143",1143,1402,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Ratchaburi","Cave 4",NA,NA,"2006","","",NA,"","June","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",1,0,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1144",1144,1403,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Uthai Thani","Cave 13",NA,NA,"2007","","",NA,"","July","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1145",1145,1404,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,12,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Ratchaburi","Cave 5",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1146",1146,1405,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Ratchaburi","Cave 5",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
"1147",1147,1406,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Ratchaburi","Cave 6",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1148",1148,1407,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Ratchaburi","Cave 6",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros armiger","HIPPOSIDERIDAE"
"1149",1149,1408,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,9,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Ratchaburi","Cave 6",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lekaguli","Hipposideros lekaguli","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1150",1150,1409,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Ratchaburi","Cave 6",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lekaguli","Hipposideros lekaguli","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1151",1151,1410,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Hipposideros lekaguli","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Ratchaburi","Cave 6",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros lekaguli","Hipposideros lekaguli","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros lekaguli","HIPPOSIDERIDAE"
"1152",1152,1411,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,8,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Uthai Thani","Cave 14",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros larvatus","Hipposideros larvatus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Hipposideros larvatus","HIPPOSIDERIDAE"
