"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies"
"1278",1278,1433,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Megaderma lyra","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 1",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma lyra","Megaderma lyra","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1279",1279,1434,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Megaderma spasma","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Lampang","Cave 12",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma spasma","Megaderma spasma","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1280",1280,1435,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Megaderma spasma","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Lampang","Cave 12",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma spasma","Megaderma spasma","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1281",1281,1436,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Megaderma spasma","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Lampang","Cave 12",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Megaderma spasma","Megaderma spasma","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1282",1282,1437,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Eonycteris spelaea","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Tak","Cave 15",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eonycteris spelaea","Eonycteris spelaea","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1283",1283,1438,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,35,0,0,"Rousettus leschenaulti","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Lopburi","Cave 21",NA,NA,"2007","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rousettus leschenaultii","Rousettus leschenaultii","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1284",1284,1439,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,11,0,0,"Rousettus leschenaulti","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Lopburi","Cave 21",NA,NA,"2007","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rousettus leschenaultii","Rousettus leschenaultii","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1285",1285,1440,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Eonycteris spelaea","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Nakon Ratchasima","Cave 18",NA,NA,"2007","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eonycteris spelaea","Eonycteris spelaea","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1286",1286,1441,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinolophus yunanensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 7",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus yunanensis","Rhinolophus yunanensis","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1287",1287,1442,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Rhinolophus lepidus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Phitsanulok","Cave 8",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus lepidus","Rhinolophus lepidus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1288",1288,1443,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Rhinolophus lepidus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Phitsanulok","Cave 8",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus lepidus","Rhinolophus lepidus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1289",1289,1444,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinoloplus malayanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus malayanus","Rhinolophus malayanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1290",1290,1445,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinoloplus malayanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus malayanus","Rhinolophus malayanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1291",1291,1446,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinoloplus malayanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus malayanus","Rhinolophus malayanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1295",1295,1450,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinolophus coelophyllus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Uthai Thani","Cave 13",NA,NA,"2007","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus coelophyllus","Rhinolophus coelophyllus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1296",1296,1451,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinolophus thomasi","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Ratchaburi","Cave 5",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus thomasi","Rhinolophus thomasi","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1297",1297,1452,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinolophus thomasi","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Ratchaburi","Cave 5",NA,NA,"2006","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus thomasi","Rhinolophus thomasi","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1298",1298,1453,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,6,0,0,"Rhinolophus coelophyllus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Uthai Thani","Cave 14",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus coelophyllus","Rhinolophus coelophyllus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1299",1299,1454,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinoloplus malayanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Uthai Thani","Cave 14",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus malayanus","Rhinolophus malayanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1300",1300,1455,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinolophus thomasi","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Uthai Thani","Cave 14",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus thomasi","Rhinolophus thomasi","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1301",1301,1456,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Rhinolophus coelophyllus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Tak","Cave 15",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus coelophyllus","Rhinolophus coelophyllus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1302",1302,1457,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinolophus stheno","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Tak","Cave 15",NA,NA,"2007","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus stheno","Rhinolophus stheno","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1303",1303,1458,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Rhinolophus pearsoni","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Saraburi","Cave 19",NA,NA,"2007","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pearsonii","Rhinolophus pearsonii","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1304",1304,1459,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinolophus pearsoni","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Lopburi","Cave 20",NA,NA,"2007","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pearsonii","Rhinolophus pearsonii","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1305",1305,1460,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinolophus pearsoni","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Lopburi","Cave 20",NA,NA,"2007","","",NA,"","November","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,1,0,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus pearsonii","Rhinolophus pearsonii","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1306",1306,1461,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinoloplus malayanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Khanchanaburi","Cave 23",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus malayanus","Rhinolophus malayanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1307",1307,1463,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Rhinoloplus malayanus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Khanchanaburi","Cave 24/25",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus malayanus","Rhinolophus malayanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1308",1308,1464,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Rhinoloplus malayanus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Khanchanaburi","Cave 24/25",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus malayanus","Rhinolophus malayanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1309",1309,1465,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,25,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Lampang","Cave 9",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1310",1310,1466,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,12,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Lampang","Cave 9",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1311",1311,1467,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,12,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 10",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1312",1312,1468,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,4,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 10",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1313",1313,1469,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,9,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Nan","Cave 7",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1314",1314,1470,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Nan","Cave 7",NA,NA,"2006","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1315",1315,1471,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,22,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1316",1316,1472,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Chiang Rai","Cave 11",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","oropharyngeal","swab",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1317",1317,1473,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,5,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chiang Rai","Cave 11",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1318",1318,1474,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,1,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Chiang Rai","Cave 11",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1319",1319,1475,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1320",1320,1476,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,3,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Phayao","Cave 2",NA,NA,"2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:21pm","urinary","tissue",0,0,0,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
"1321",1321,1477,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Taphozous longimanus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab","Thailand","N","Chachoengsao","Cave 22",NA,NA,"2007","","",NA,"","December","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","oropharyngeal","swab",0,0,1,0,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Taphozous longimanus","Taphozous longimanus","sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory"
